                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      1.3000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      10                  2.2354870275464100E-001                  1.2999876765396094E+000                  1.0000000000000000E-010                 -1.3522792716866581E+000                  9.9999956021372316E-001                  9.9999955993656275E-001                  1.3157735893315619E+000                 -3.6431688113398240E+000                  2.8802923183788680E+000                  5.6749746829374388E+000                  8.4560523894719424E+000                  7.4766443575182659E+000                  8.8552850151275599E+000                  2.6481669813719556E+001                  1.2330630007718466E+003                  2.1397091017588076E+002                 -3.2247820108809142E+000                  1.3157610799751702E+000                 -3.6431688113398240E+000 
                                      11                  2.7687015563326478E-001                  1.2999876765449414E+000                  1.0000000000000000E-010                 -1.2730980256390334E+000                  9.9999956095908316E-001                  9.9999956067155549E-001                  1.2368287562597804E+000                 -3.7004043182125814E+000                  2.8463058223691031E+000                  5.6667336300645061E+000                  8.4555412472129259E+000                  7.4766443757825405E+000                  8.8552850561375873E+000                  2.6481669868898649E+001                  1.2330629930948451E+003                  2.1397090791235004E+002                 -3.2946053146140422E+000                  1.2368159813857063E+000                 -3.7004043182125814E+000 
                                      12                  3.4085589908761327E-001                  1.2999876765513401E+000                  1.0000000000000000E-010                 -1.1939167795914085E+000                  9.9999956173472471E-001                  9.9999956144201341E-001                  1.1538764692661228E+000                 -3.7704819291440526E+000                  2.8106148772237156E+000                  5.6580751284650352E+000                  8.4550127778391726E+000                  7.4766443959216815E+000                  8.8552851016793426E+000                  2.6481669930175133E+001                  1.2330629849766187E+003                  2.1397090546933600E+002                 -3.3671353911336883E+000                  1.1538633841074462E+000                 -3.7704819291440526E+000 
                                      13                  4.1763879123283154E-001                  1.2999876765590184E+000                  1.0000000000000000E-010                 -1.1147355335437836E+000                  9.9999956250938160E-001                  9.9999956221667030E-001                  1.0672183531629471E+000                 -3.8557213173950871E+000                  2.7733510624159887E+000                  5.6490306580009113E+000                  8.4544698113635572E+000                  7.4766444180241516E+000                  8.8552851520700848E+000                  2.6481669997975867E+001                  1.2330629765078024E+003                  2.1397090285536285E+002                 -3.4418908250646498E+000                  1.0672049044149008E+000                 -3.8557213173950871E+000 
                                      14                  5.0977826180709340E-001                  1.2999876765682321E+000                  1.0000000000000000E-010                 -1.0355542874961590E+000                  9.9999956326109241E-001                  9.9999956299014603E-001                  9.7674218969548310E-001                 -3.9581791813635130E+000                  2.7344872428844464E+000                  5.6395930404219214E+000                  8.4539131367557658E+000                  7.4766444421398788E+000                  8.8552852075740009E+000                  2.6481670072656268E+001                  1.2330629678312334E+003                  2.1397090008921498E+002                 -3.5186828396491912E+000                  9.7672831043835640E-001                 -3.9581791813635130E+000 
                                      15                  6.2034562649620750E-001                  1.2999876765792888E+000                  1.0000000000000000E-010                 -9.5637304144853408E-001                  9.9999956394609124E-001                  9.9999956368602716E-001                  8.8273877772001830E-001                 -4.0803262942661993E+000                  2.6941305151373953E+000                  5.6297880071689166E+000                  8.4533448393882509E+000                  7.4766444682726085E+000                  8.8552852684234846E+000                  2.6481670154529013E+001                  1.2330629591866295E+003                  2.1397089720721323E+002                 -3.5970091101090329E+000                  8.8272438828911237E-001                 -4.0803262942661993E+000 
                                      16                  7.5302646412314456E-001                  1.2999876765925571E+000                  1.0000000000000000E-010                 -8.7719179540090941E-001                  9.9999956462938888E-001                  9.9999956436932491E-001                  7.8508214555127298E-001                 -4.2245348548574304E+000                  2.6522339622626725E+000                  5.6196032846255388E+000                  8.4527660080376439E+000                  7.4766444965656289E+000                  8.8552853350877889E+000                  2.6481670244225434E+001                  1.2330629506726846E+003                  2.1397089421582646E+002                 -3.6766556777232409E+000                  7.8506714683853651E-001                 -4.2245348548574304E+000 
                                      17                  9.1224346927546895E-001                  1.2999876766084786E+000                  1.0000000000000000E-010                 -7.9801054935328453E-001                  9.9999956531064516E-001                  9.9999956505058119E-001                  6.8401328519317550E-001                 -4.3927419460905446E+000                  2.6088741658551502E+000                  5.6090573930206560E+000                  8.4521778930436486E+000                  7.4766445269397810E+000                  8.8552854077273544E+000                  2.6481670341961351E+001                  1.2330629426869914E+003                  2.1397089118040586E+002                 -3.7570949580982003E+000                  6.8399755681538688E-001                 -4.3927419460905446E+000 
                                      18                  1.0956316088419444E+000                  1.2999876766268175E+000                  1.0000000000000000E-010                 -7.3662875529301097E-001                  9.9999956599004236E-001                  9.9999956572997828E-001                  5.8302088298053012E-001                 -4.5793786457195766E+000                  2.5655404454492667E+000                  5.5985120541045204E+000                  8.4516017106729784E+000                  7.4766445581643204E+000                  8.8552854836644901E+000                  2.6481670444133908E+001                  1.2330629358392764E+003                  2.1397088826756521E+002                 -3.8353216961826546E+000                  5.8300430811477744E-001                 -4.5793786457195766E+000 
                                      19                  1.2725569600176478E+000                  1.2999876766445100E+000                  1.0000000000000000E-010                 -7.5220993369914191E-001                  9.9999956666993672E-001                  9.9999956640987264E-001                  4.9659123926276688E-001                 -4.7530462765220785E+000                  2.5284370226055830E+000                  5.5894782830628502E+000                  8.4511175413344759E+000                  7.4766445854578949E+000                  8.8552855510864141E+000                  2.6481670534849176E+001                  1.2330629309791816E+003                  2.1397088589301617E+002                 -3.9005047537062461E+000                  4.9657383334123789E-001                 -4.7530462765220785E+000 
                                      20                  1.4848673814284918E+000                  1.2999876766657410E+000                  1.0000000000000000E-010                 -6.7302868765151702E-001                  9.9999956617682095E-001                  9.9999956604678897E-001                  4.0479176455516402E-001                 -4.9520275008032675E+000                  2.4890075819628126E+000                  5.5798737054791312E+000                  8.4506119761805305E+000                  7.4766446148005796E+000                  8.8552856250510086E+000                  2.6481670634367269E+001                  1.2330629273495103E+003                  2.1397088358339226E+002                 -3.9677736971777220E+000                  4.0477334716628494E-001                 -4.9520275008032675E+000 
                                      21                  1.7396398871215046E+000                  1.2999876766912182E+000                  1.0000000000000000E-010                 -5.9384744160389236E-001                  9.9999956637394305E-001                  9.9999956624391106E-001                  3.0778169326209670E-001                 -5.1783638542507786E+000                  2.4473030964089926E+000                  5.5697102173433173E+000                  8.4500867096752472E+000                  7.4766446461662079E+000                  8.8552857059248673E+000                  2.6481670743181372E+001                  1.2330629254194828E+003                  2.1397088141179006E+002                 -4.0365624458596550E+000                  3.0776203930520635E-001                 -5.1783638542507786E+000 
                                      22                  2.0453668939531200E+000                  1.2999876767217911E+000                  1.0000000000000000E-010                 -5.1466619555626747E-001                  9.9999956678386526E-001                  9.9999956656714528E-001                  2.0523387238162247E-001                 -5.4337734953481220E+000                  2.4031939476341364E+000                  5.5589551671271815E+000                  8.4495422357200898E+000                  7.4766446793275581E+000                  8.8552857938370337E+000                  2.6481670861465002E+001                  1.2330629259732737E+003                  2.1397087951135364E+002                 -4.1065967237890062E+000                  2.0521269051124602E-001                 -5.4337734953481220E+000 
                                      23                  2.3977554403244334E+000                  1.2999876767570298E+000                  1.0000000000000000E-010                 -4.5297821583483133E-001                  9.9999956645334964E-001                  9.9999956632331766E-001                  1.0071067061203658E-001                 -5.7094087633121022E+000                  2.3582241432809603E+000                  5.5479842641659118E+000                  8.4489991394660429E+000                  7.4766447127480085E+000                  8.8552858853925738E+000                  2.6481670984650247E+001                  1.2330629297163825E+003                  2.1397087808161001E+002                 -4.1750482402825781E+000                  1.0068765423789769E-001                 -5.7094087633121022E+000 
                                      24                  2.7372172972944768E+000                  1.2999876767909759E+000                  1.0000000000000000E-010                 -4.6920901737188586E-001                  9.9999956660061240E-001                  9.9999956644890842E-001                  9.9556630904759098E-003                 -5.9598567442346200E+000                  2.3191835095903843E+000                  5.5384550522861806E+000                  8.4485372463802157E+000                  7.4766447412118628E+000                  8.8552859660143035E+000                  2.6481671093123996E+001                  1.2330629357535795E+003                  2.1397087729826632E+002                 -4.2320733096362355E+000                  9.9307878220334812E-003                 -5.9598567442346200E+000 
                                      25                  3.1445715256585292E+000                  1.2999876768317113E+000                  1.0000000000000000E-010                 -3.9002777132426103E-001                  9.9999956639590126E-001                  9.9999956626586917E-001                 -8.7896281574166998E-002                 -6.2410266613756438E+000                  2.2771007578390332E+000                  5.5281783252203418E+000                  8.4480493246362176E+000                  7.4766447710357884E+000                  8.8552860540048997E+000                  2.6481671211511795E+001                  1.2330629458676183E+003                  2.1397087705501499E+002                 -4.2908840037153873E+000                 -8.7923496690598110E-002                 -6.2410266613756438E+000 
                                      26                  3.6333965996953923E+000                  1.2999876768805938E+000                  1.0000000000000000E-010                 -3.1084652527663625E-001                  9.9999956644498678E-001                  9.9999956640164278E-001                 -1.9298088303327668E-001                 -6.5544810236569333E+000                  2.2319112617825159E+000                  5.5171371368862898E+000                  8.4475369532760638E+000                  7.4766448018262208E+000                  8.8552861494896202E+000                  2.6481671339982007E+001                  1.2330629613108433E+003                  2.1397087756632766E+002                 -4.3509742427431899E+000                 -1.9301106906641780E-001                 -6.5544810236569333E+000 
                                      27                  4.1970274670295744E+000                  1.2999876769369569E+000                  1.0000000000000000E-010                 -2.4900523070494116E-001                  9.9999956653166233E-001                  9.9999956640163035E-001                 -3.0119518835954956E-001                 -6.8889633059521769E+000                  2.1853639554438256E+000                  5.5057582645288035E+000                  8.4470210448216907E+000                  7.4766448318371532E+000                  8.8552862485618284E+000                  2.6481671473278244E+001                  1.2330629828320209E+003                  2.1397087905085885E+002                 -4.4095710765119538E+000                 -3.0122902796905648E-001                 -6.8889633059521769E+000 
                                      28                  4.7390448549621125E+000                  1.2999876769911587E+000                  1.0000000000000000E-010                 -2.6598678105935136E-001                  9.9998461322316079E-001                  9.9998461318223542E-001                 -3.9633969301983207E-001                 -7.1893655127781182E+000                  2.1444375891020662E+000                  5.4957476668034397E+000                  8.4465790571015376E+000                  7.4766448563993793E+000                  8.8552863352343856E+000                  2.6481671589890738E+001                  1.2330630064653742E+003                  2.1397088118351257E+002                 -4.4585569682487254E+000                 -3.9637732749406585E-001                 -7.1893655127781182E+000 
                                      29                  5.3894657204811587E+000                  1.2999876770562009E+000                  1.0000000000000000E-010                 -1.8680553501172648E-001                  9.9999956635324683E-001                  9.9999956630990283E-001                 -4.9923372778802183E-001                 -7.5226692417571428E+000                  2.1001296054052703E+000                  5.4849048598605616E+000                  8.4461106791388971E+000                  7.4766448809216248E+000                  8.8552864293782907E+000                  2.6481671716554612E+001                  1.2330630382610425E+003                  2.1397088456287389E+002                 -4.5086756590281913E+000                 -4.9927622531210220E-001                 -7.5226692417571428E+000 
                                      30                  6.1470975061879702E+000                  1.2999876771319641E+000                  1.0000000000000000E-010                 -1.2054181321875705E-001                  9.9999956607824692E-001                  9.9999956599155893E-001                 -6.0754227172635822E-001                 -7.8788759498921710E+000                  2.0534585540558727E+000                  5.4734775113229217E+000                  8.4456298505394791E+000                  7.4766449039549876E+000                  8.8552865280837754E+000                  2.6481671849354683E+001                  1.2330630791981598E+003                  2.1397088942493053E+002                 -4.5584498206340855E+000                 -6.0759090136887117E-001                 -7.8788759498921710E+000 
                                      31                  7.0098513398200222E+000                  1.2999876772182393E+000                  1.0000000000000000E-010                 -6.4113102252011014E-002                  9.9999956620692898E-001                  9.9999956616358499E-001                 -7.1872648611786749E-001                 -8.2495082172542027E+000                  2.0055040124993160E+000                  5.4617295699718902E+000                  8.4451484624632638E+000                  7.4766449243141224E+000                  8.8552866289072281E+000                  2.6481671985003043E+001                  1.2330631300097250E+003                  2.1397089595237566E+002                 -4.6065217976798616E+000                 -7.1878272246688468E-001                 -8.2495082172542027E+000 
                                      32                  8.0451559401784838E+000                  1.2999876773217698E+000                  1.0000000000000000E-010                  1.5068143795613784E-002                  9.9998461296884666E-001                  9.9998461292792118E-001                 -8.3852784317431295E-001                 -8.6488283619730790E+000                  1.9537981871620618E+000                  5.4490552977461926E+000                  8.4446440942460335E+000                  7.4766449419972671E+000                  8.8552867366593251E+000                  2.6481672129971589E+001                  1.2330631958832284E+003                  2.1397090493612473E+002                 -4.6550857889734800E+000                 -8.3859410440466586E-001                 -8.6488283619730790E+000 
                                      33                  9.2020671788774173E+000                  1.2999876774374610E+000                  1.0000000000000000E-010                  6.3300040004476185E-002                  9.9999956596244444E-001                  9.9999956595025397E-001                 -9.5887177276186419E-001                 -9.0472596132372303E+000                  1.9018328549734680E+000                  5.4363100655221048E+000                  8.4441518925999102E+000                  7.4766449549319347E+000                  8.8552868437314274E+000                  2.6481672274023417E+001                  1.2330632745062462E+003                  2.1397091614770815E+002                 -4.7008139220402629E+000                 -9.5895045586926064E-001                 -9.0472596132372303E+000 
                                      34                  1.0307198638567858E+001                  1.2999876775479742E+000                  1.0000000000000000E-010                  4.3413942113749965E-002                  9.9998461279484496E-001                  9.9998461275391959E-001                 -1.0638944670530601E+000                 -9.3873642771734094E+000                  1.8564801576925689E+000                  5.4251807141412796E+000                  8.4437342467211103E+000                  7.4766449619945767E+000                  8.8552869357443882E+000                  2.6481672397813476E+001                  1.2330633535783229E+003                  2.1397092777921546E+002                 -4.7385524885999413E+000                 -1.0639863367373206E+000                 -9.3873642771734094E+000 
                                      35                  1.1633356390196388E+001                  1.2999876776805899E+000                  1.0000000000000000E-010                  1.2259518816137478E-001                  9.9999956575848969E-001                  9.9999956572124094E-001                 -1.1781254053207464E+000                 -9.7464255338305694E+000                  1.8071328276584839E+000                  5.4130650495107844E+000                  8.4432919109650602E+000                  7.4766449644439987E+000                  8.8552870345069756E+000                  2.6481672530682111E+001                  1.2330634530197540E+003                  2.1397094279207673E+002                 -4.7773142527887540E+000                 -1.1782347128597332E+000                 -9.7464255338305694E+000 
                                      36                  1.3224745692150623E+001                  1.2999876778397288E+000                  1.0000000000000000E-010                  2.0177643420899957E-001                  9.9998461257041982E-001                  9.9998461252949433E-001                 -1.3014435626553984E+000                 -1.0116079474756560E+001                  1.7538307374735802E+000                  5.3999715632151108E+000                  8.4428278384639537E+000                  7.4766449604005354E+000                  8.8552871395719635E+000                  2.6481672672026910E+001                  1.2330635776855743E+003                  2.1397096203892863E+002                 -4.8167779521287644E+000                 -1.3015761543178763E+000                 -1.0116079474756560E+001 
                                      37                  1.4990096547860743E+001                  1.2999876780162638E+000                  1.0000000000000000E-010                  2.4683103241842827E-001                  9.9999956550027691E-001                  9.9999956546302815E-001                 -1.4245922872596830E+000                 -1.0465637216062747E+001                  1.7005700389623744E+000                  5.3868812903263610E+000                  8.4423780349858504E+000                  7.4766449491130409E+000                  8.8552872429357485E+000                  2.6481672811080141E+001                  1.2330637210862878E+003                  2.1397098457543368E+002                 -4.8540813465290960E+000                 -1.4247538629564338E+000                 -1.0465637216062747E+001 
                                      38                  1.6656442079840893E+001                  1.2999876781828985E+000                  1.0000000000000000E-010                  2.2176506134015420E-001                  9.9998461230644520E-001                  9.9998461226551971E-001                 -1.5308244976869556E+000                 -1.0750837410543827E+001                  1.6545995628035746E+000                  5.3755773583698740E+000                  8.4420006608194260E+000                  7.4766449333907277E+000                  8.8552873306531446E+000                  2.6481672929082134E+001                  1.2330638602228494E+003                  2.1397100672732753E+002                 -4.8848769880105589E+000                 -1.5310167306826652E+000                 -1.0750837410543827E+001 
                                      39                  1.8656056718217076E+001                  1.2999876783828599E+000                  1.0000000000000000E-010                  3.0094630738777894E-001                  9.9999956520541000E-001                  9.9999956518102906E-001                 -1.6461923839219834E+000                 -1.1047314788412011E+001                  1.6046245914879964E+000                  5.3632833786119827E+000                  8.4416011346774180E+000                  7.4766449088066356E+000                  8.8552874247208884E+000                  2.6481673055623837E+001                  1.2330640313613312E+003                  2.1397103428821282E+002                 -4.9168184548275713E+000                 -1.6464253403579796E+000                 -1.1047314788412011E+001 
                                      40                  2.1055594284268494E+001                  1.2999876786228137E+000                  1.0000000000000000E-010                  3.8012755343540372E-001                  9.9998461193412280E-001                  9.9998461192712584E-001                 -1.7703425666113697E+000                 -1.1352716452494279E+001                  1.5507689034145280E+000                  5.3500286429748769E+000                  8.4411827619148969E+000                  7.4766448728764958E+000                  8.8552875247694764E+000                  2.6481673190207175E+001                  1.2330642411571473E+003                  2.1397106842137404E+002                 -4.9496965107377244E+000                 -1.7706300244051965E+000                 -1.1352716452494279E+001 
                                      41                  2.3726747068964688E+001                  1.2999876788899289E+000                  1.0000000000000000E-010                  4.2669872952372900E-001                  9.9999956491152242E-001                  9.9999956488883457E-001                 -1.8940683248778256E+000                 -1.1652761447985172E+001                  1.4969767798639728E+000                  5.3367837596114382E+000                  8.4407764668664953E+000                  7.4766448268288057E+000                  8.8552876235804749E+000                  2.6481673323121495E+001                  1.2330644783459518E+003                  2.1397110733607468E+002                 -4.9811766060663478E+000                 -1.8944238364760893E+000                 -1.1652761447985172E+001 
                                      42                  2.6233168018902113E+001                  1.2999876791405711E+000                  1.0000000000000000E-010                  3.9905401194235113E-001                  9.9998461153584928E-001                  9.9998461152885232E-001                 -1.9997110477051143E+000                 -1.1903974640751365E+001                  1.4509372694297871E+000                  5.3254432260685833E+000                  8.4404377787351113E+000                  7.4766447792163184E+000                  8.8552877068585261E+000                  2.6481673435138337E+001                  1.2330647032441493E+003                  2.1397114447077854E+002                 -5.0073170856303175E+000                 -2.0001380121766501E+000                 -1.1903974640751365E+001 
                                      43                  2.9240873158827021E+001                  1.2999876794413416E+000                  1.0000000000000000E-010                  4.7823525798997590E-001                  9.9999956449683636E-001                  9.9999956446466698E-001                 -2.1145184679823332E+000                 -1.2177766193448058E+001                  1.4007539639086817E+000                  5.3130768755964368E+000                  8.4400788269188549E+000                  7.4766447175197968E+000                  8.8552877962230561E+000                  2.6481673555337821E+001                  1.2330649746873257E+003                  2.1397118954408404E+002                 -5.0349585846166010E+000                 -2.1150403894122993E+000                 -1.2177766193448058E+001 
                                      44                  3.2731505492294723E+001                  1.2999876797904049E+000                  1.0000000000000000E-010                  5.4290410720571891E-001                  9.9999956413554014E-001                  9.9999956403327539E-001                 -2.2337118251463957E+000                 -1.2461526078643910E+001                  1.3484211561195245E+000                  5.3001759630876357E+000                  8.4397142480418772E+000                  7.4766446414843459E+000                  8.8552878884909401E+000                  2.6481673679437499E+001                  1.2330652899700713E+003                  2.1397124215881632E+002                 -5.0628633586222973E+000                 -2.2343559273561677E+000                 -1.2461526078643910E+001 
                                      45                  3.6053422492648394E+001                  1.2999876801225965E+000                  1.0000000000000000E-010                  5.2138877720065147E-001                  9.9999956404864165E-001                  9.9999956399987955E-001                 -2.3366996495905150E+000                 -1.2711408725394843E+001                  1.3030054136462321E+000                  5.2889763965041370E+000                  8.4394055099722287E+000                  7.4766445662629488E+000                  8.8552879676971354E+000                  2.6481673785965299E+001                  1.2330655888703543E+003                  2.1397129222738093E+002                 -5.0865216183646025E+000                 -2.3374729512389871E+000                 -1.2711408725394843E+001 
                                      46                  4.0039722893072799E+001                  1.2999876805212267E+000                  1.0000000000000000E-010                  6.0057002324827624E-001                  9.9999956368646470E-001                  9.9999956367630605E-001                 -2.4483103784798770E+000                 -1.2981902442140726E+001                  1.2535504460087272E+000                  5.2767763718975162E+000                  8.4390780753667176E+000                  7.4766444735160844E+000                  8.8552880529656175E+000                  2.6481673900641816E+001                  1.2330659440607087E+003                  2.1397135192613422E+002                 -5.1116333892117103E+000                 -2.4492542940998865E+000                 -1.2981902442140726E+001 
                                      47                  4.4823283373582086E+001                  1.2999876809995827E+000                  1.0000000000000000E-010                  6.7975126929590102E-001                  9.9999956337403006E-001                  9.9999956332526807E-001                 -2.5679686963115134E+000                 -1.3278333294945279E+001                  1.2002083628679927E+000                  5.2636128192855143E+000                  8.4387341390203545E+000                  7.4766443604705595E+000                  8.8552881439538869E+000                  2.6481674023005162E+001                  1.2330663630459944E+003                  2.1397142256515374E+002                 -5.1379572626104855E+000                 -2.5691392218034736E+000                 -1.3278333294945279E+001 
                                      48                  5.0230413433660395E+001                  1.2999876815402958E+000                  1.0000000000000000E-010                  7.3296681597751068E-001                  9.9999956309896099E-001                  9.9999956299601900E-001                 -2.6888676125810349E+000                 -1.3578745953412895E+001                  1.1459638868085120E+000                  5.2502214501880315E+000                  8.4383946391855797E+000                  7.4766442324011448E+000                  8.8552882352481070E+000                  2.6481674145774090E+001                  1.2330668250176045E+003                  2.1397150065652755E+002                 -5.1640260309609038E+000                 -2.6903242585533489E+000                 -1.3578745953412895E+001 
                                      49                  5.5286241150675870E+001                  1.2999876820458784E+000                  1.0000000000000000E-010                  7.0379226645623039E-001                  9.9999956257866152E-001                  9.9999956253260847E-001                 -2.7915334848280575E+000                 -1.3839421265232991E+001                  1.0996048625130919E+000                  5.2387730676735265E+000                  8.4381118920668783E+000                  7.4766441134087733E+000                  8.8552883120611643E+000                  2.6481674249064785E+001                  1.2330672456169184E+003                  2.1397157189754907E+002                 -5.1858281177317185E+000                 -2.7932888483315983E+000                 -1.3839421265232991E+001 
                                      50                  6.1353234411094441E+001                  1.2999876826525778E+000                  1.0000000000000000E-010                  7.8297351250385516E-001                  9.9999956203255769E-001                  9.9999956201477980E-001                 -2.9025365088794546E+000                 -1.4121389014537890E+001                  1.0491517961789294E+000                  5.2263094268998982E+000                  8.4378126404470546E+000                  7.4766439734913321E+000                  8.8552883948486407E+000                  2.6481674360384641E+001                  1.2330677320641344E+003                  2.1397165442930063E+002                 -5.2088899959668336E+000                 -2.9046868410219231E+000                 -1.4121389014537890E+001 
                                      51                  6.8464750250028914E+001                  1.2999876833637294E+000                  1.0000000000000000E-010                  8.5196218164654658E-001                  9.9999956156492120E-001                  9.9999956153715386E-001                 -3.0189905108187318E+000                 -1.4423740443615587E+001                  9.9584281692664667E-001                  5.2131359156339707E+000                  8.4375051733527684E+000                  7.4766438146599983E+000                  8.8552884813377073E+000                  2.6481674476676726E+001                  1.2330682762005697E+003                  2.1397174688764363E+002                 -5.2324943814816081E+000                 -3.0216549879558778E+000                 -1.4423740443615587E+001 
                                      52                  7.5175613671075112E+001                  1.2999876840348157E+000                  1.0000000000000000E-010                  8.2677840017978987E-001                  9.9998460777106812E-001                  9.9998460776407117E-001                 -3.1188575243378542E+000                 -1.4683376591353479E+001                  9.4983482887164306E-001                  5.2017630214445703E+000                  8.4372469677040662E+000                  7.4766436700934245E+000                  8.8552885551343756E+000                  2.6481674575899149E+001                  1.2330687661625059E+003                  2.1397183023347932E+002                 -5.2523288157061554E+000                 -3.1220631651190285E+000                 -1.4683376591353479E+001 
