                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      8.1899999999999995E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      10                  2.7410621276523499E-004                  8.1878155681228015E-001                  1.0000000000000003E-009                 -4.4676338387264911E+000                  9.9747701235632313E-001                  9.9747669604800082E-001                 -3.4317340178104874E+000                 -2.7201112467248343E+001                 -1.2832197246512991E+000                  4.4326850837566409E+000                  8.8588755663184546E+000                  7.5716116450093098E+000                  7.0620056278244450E+000                  2.4009420953845328E+001                  1.6965097308013205E+002                  2.9314286003253049E+001                 -3.4362879009706955E+000                 -5.4134113974306137E+000                 -2.7201112467248343E+001 
                                      11                  3.1498965054394440E-004                  8.1878155681232101E-001                  1.0000000000000003E-009                 -4.3884525926788660E+000                  9.9747701235627295E-001                  9.9747669604795064E-001                 -3.4317338740267851E+000                 -2.7201112467305556E+001                 -1.2723856132058795E+000                  4.4353903013427676E+000                  8.8588821868689109E+000                  7.5716116450091535E+000                  7.0620056278244538E+000                  2.4009420953845346E+001                  1.6965097308019494E+002                  2.9314286003263792E+001                 -3.4362877979255932E+000                 -5.4134073888414083E+000                 -2.7201112467305556E+001 
                                      12                  3.6404977587839568E-004                  8.1878155681237019E-001                  1.0000000000000003E-009                 -4.3092713466312418E+000                  9.9747701235621367E-001                  9.9747669604789124E-001                 -3.4317331324221030E+000                 -2.7201112466812351E+001                 -1.2634632104668881E+000                  4.4376181417678513E+000                  8.8588877073882379E+000                  7.5716116450093569E+000                  7.0620056278252097E+000                  2.4009420953846440E+001                  1.6965097308026134E+002                  2.9314286003267011E+001                 -3.4362870662137075E+000                 -5.4134057087282761E+000                 -2.7201112466812351E+001 
                                      13                  4.2292192627973725E-004                  8.1878155681242903E-001                  1.0000000000000003E-009                 -4.2300901005836167E+000                  9.9747701235614217E-001                  9.9747669604781986E-001                 -3.4317336418966011E+000                 -2.7201112467163448E+001                 -1.2562381698830185E+000                  4.4394220696148130E+000                  8.8588923719862525E+000                  7.5716116450089990E+000                  7.0620056278249690E+000                  2.4009420953846092E+001                  1.6965097308035439E+002                  2.9314286003285762E+001                 -3.4362875740817960E+000                 -5.4134063705992581E+000                 -2.7201112467163448E+001 
                                      14                  4.9356850676134708E-004                  8.1878155681249964E-001                  1.0000000000000003E-009                 -4.1509088545359916E+000                  9.9747701235605590E-001                  9.9747669604773359E-001                 -3.4317335726835303E+000                 -2.7201112467133814E+001                 -1.2503522459247209E+000                  4.4408915808979135E+000                  8.8588963113991994E+000                  7.5716116450088284E+000                  7.0620056278251715E+000                  2.4009420953846377E+001                  1.6965097308046023E+002                  2.9314286003301891E+001                 -3.4362875078621959E+000                 -5.4134060174023340E+000                 -2.7201112467133814E+001 
                                      15                  5.7834440333927892E-004                  8.1878155681258447E-001                  1.0000000000000003E-009                 -4.0717276084883673E+000                  9.9747701235595254E-001                  9.9747669604763012E-001                 -3.4317337272835968E+000                 -2.7201112467524183E+001                 -1.2455397773842876E+000                  4.4420929971204242E+000                  8.8588997132243943E+000                  7.5716116450084607E+000                  7.0620056278251084E+000                  2.4009420953846291E+001                  1.6965097308059111E+002                  2.9314286003325332E+001                 -3.4362876668981346E+000                 -5.4134057511814788E+000                 -2.7201112467524183E+001 
                                      16                  6.8007547923279715E-004                  8.1878155681268616E-001                  1.0000000000000003E-009                 -3.9925463624407427E+000                  9.9747701235582908E-001                  9.9747669604750666E-001                 -3.4317330419073602E+000                 -2.7201112467115717E+001                 -1.2415893715104918E+000                  4.4430791689483833E+000                  8.8589025725053734E+000                  7.5716116450084270E+000                  7.0620056278258057E+000                  2.4009420953847297E+001                  1.6965097308073905E+002                  2.9314286003343238E+001                 -3.4362869886780931E+000                 -5.4134043869144950E+000                 -2.7201112467115717E+001 
                                      17                  8.0215277030501898E-004                  8.1878155681280829E-001                  1.0000000000000003E-009                 -3.9133651163931176E+000                  9.9747701235568009E-001                  9.9747669604735767E-001                 -3.4317344946751498E+000                 -2.7201112468158172E+001                 -1.2383490645612254E+000                  4.4438880462781825E+000                  8.8589049713204080E+000                  7.5716116450076880E+000                  7.0620056278253118E+000                  2.4009420953846579E+001                  1.6965097308093186E+002                  2.9314286003382094E+001                 -3.4362884326588845E+000                 -5.4134066732834958E+000                 -2.7201112468158172E+001 
                                      18                  9.4864551959168513E-004                  8.1878155681295484E-001                  1.0000000000000003E-009                 -3.8341838703454929E+000                  9.9747701235550179E-001                  9.9747669604717937E-001                 -3.4317338851888368E+000                 -2.7201112467988683E+001                 -1.2356873415236902E+000                  4.4445524298738359E+000                  8.8589070656478697E+000                  7.5716116450074642E+000                  7.0620056278259833E+000                  2.4009420953847549E+001                  1.6965097308114900E+002                  2.9314286003412295E+001                 -3.4362878206617626E+000                 -5.4134063019918193E+000                 -2.7201112467988683E+001 
                                      19                  1.1244368187356849E-003                  8.1878155681313058E-001                  1.0000000000000003E-009                 -3.7550026242978682E+000                  9.9747701235528829E-001                  9.9747669604696587E-001                 -3.4317331529648274E+000                 -2.7201112468235991E+001                 -1.2334673977602182E+000                  4.4451064845817685E+000                  8.8589089281137401E+000                  7.5716116454207656E+000                  7.0620056278255614E+000                  2.4009420953848384E+001                  1.6965097291993678E+002                  2.9314285975505424E+001                 -3.4362870910140542E+000                 -5.4134053253601007E+000                 -2.7201112468235991E+001 
                                      20                  1.3353863777084841E-003                  8.1878155681334153E-001                  1.0000000000000003E-009                 -3.6758213782502431E+000                  9.9747701235503106E-001                  9.9747669604670863E-001                 -3.4317334352240270E+000                 -2.7201112468918698E+001                 -1.2315975736278801E+000                  4.4455731014399555E+000                  8.8589106064635335E+000                  7.5716116450063442E+000                  7.0620056278269256E+000                  2.4009420953848906E+001                  1.6965097308176786E+002                  2.9314286003509050E+001                 -3.4362873679417274E+000                 -5.4134061134090619E+000                 -2.7201112468918698E+001 
                                      21                  1.5885258484758433E-003                  8.1878155681359466E-001                  1.0000000000000003E-009                 -3.5966401322026185E+000                  9.9747701235472308E-001                  9.9747669604640066E-001                 -3.4317332809763568E+000                 -2.7201112469670750E+001                 -1.2300107365763382E+000                  4.4459690402877730E+000                  8.8589121472936689E+000                  7.5716116450056576E+000                  7.0620056278276291E+000                  2.4009420953849922E+001                  1.6965097308217150E+002                  2.9314286003571222E+001                 -3.4362872104197715E+000                 -5.4134062697857299E+000                 -2.7201112469670750E+001 
                                      22                  1.8922932133966744E-003                  8.1878155681389841E-001                  1.0000000000000003E-009                 -3.5174588861549938E+000                  9.9747701235435282E-001                  9.9747669604603051E-001                 -3.4317340614314684E+000                 -2.7201112471189411E+001                 -1.2286387671291421E+000                  4.4463113096743738E+000                  8.8589135932440666E+000                  7.5716116450045909E+000                  7.0620056278278822E+000                  2.4009420953850281E+001                  1.6965097308263512E+002                  2.9314286003648711E+001                 -3.4362879967653921E+000                 -5.4134064914212656E+000                 -2.7201112471189411E+001 
                                      23                  2.2568140513016715E-003                  8.1878155681426290E-001                  1.0000000000000003E-009                 -3.4382776401073687E+000                  9.9747701235390829E-001                  9.9747669604558598E-001                 -3.4317338922923222E+000                 -2.7201112472621098E+001                 -1.2274211724199617E+000                  4.4466150123558936E+000                  8.8589149852356179E+000                  7.5716116450035376E+000                  7.0620056278287651E+000                  2.4009420953851556E+001                  1.6965097308321771E+002                  2.9314286003739941E+001                 -3.4362878250042850E+000                 -5.4134065710216968E+000                 -2.7201112472621098E+001 
                                      24                  2.6942390567876681E-003                  8.1878155681470044E-001                  1.0000000000000003E-009                 -3.3590963940597440E+000                  9.9747701235337582E-001                  9.9747669604505351E-001                 -3.4317330348176687E+000                 -2.7201112474070147E+001                 -1.2263094851755738E+000                  4.4468922556520436E+000                  8.8589163422655108E+000                  7.5716116450025241E+000                  7.0620056278303140E+000                  2.4009420953853780E+001                  1.6965097308391159E+002                  2.9314286003843147E+001                 -3.4362869645611358E+000                 -5.4134059951617344E+000                 -2.7201112474070147E+001 
                                      25                  3.2191490633708643E-003                  8.1878155681522535E-001                  1.0000000000000003E-009                 -3.2799151480121194E+000                  9.9747701235273645E-001                  9.9747669604441402E-001                 -3.4317334103159696E+000                 -2.7201112477013201E+001                 -1.2252750011567006E+000                  4.4471502034547017E+000                  8.8589176886696315E+000                  7.5716116450007833E+000                  7.0620056278311685E+000                  2.4009420953855010E+001                  1.6965097308475526E+002                  2.9314286003979898E+001                 -3.4362873381056409E+000                 -5.4134065560124860E+000                 -2.7201112477013201E+001 
                                      26                  3.8490410712706995E-003                  8.1878155681585518E-001                  1.0000000000000003E-009                 -3.2007339019644943E+000                  9.9747701235196928E-001                  9.9747669604364697E-001                 -3.4317331536485738E+000                 -2.7201112480273345E+001                 -1.2243160588659621E+000                  4.4473892554280354E+000                  8.8589190558683324E+000                  7.5716116449988959E+000                  7.0620056278325807E+000                  2.4009420953857042E+001                  1.6965097308576372E+002                  2.9314286004138928E+001                 -3.4362870825974148E+000                 -5.4134061893771053E+000                 -2.7201112480273345E+001 
                                      27                  4.6049114807505016E-003                  8.1878155681661113E-001                  1.0000000000000003E-009                 -3.1215526559168696E+000                  9.9747701235104780E-001                  9.9747669604272549E-001                 -3.4317328541744407E+000                 -2.7201112483941259E+001                 -1.2233723382111483E+000                  4.4476244770212539E+000                  8.8589204730093059E+000                  7.5716116445830322E+000                  7.0620056278355170E+000                  2.4009420953859838E+001                  1.6965097324846067E+002                  2.9314286032275337E+001                 -3.4362867787886682E+000                 -5.4134063011186813E+000                 -2.7201112483941259E+001 
                                      28                  5.5119559721262647E-003                  8.1878155681751819E-001                  1.0000000000000003E-009                 -3.0423714098692445E+000                  9.9747701234994279E-001                  9.9747669604162048E-001                 -3.4317324840999088E+000                 -2.7201112489126920E+001                 -1.2223976773724703E+000                  4.4478674002432550E+000                  8.8589219569846396E+000                  7.5716116445801926E+000                  7.0620056278373005E+000                  2.4009420953862403E+001                  1.6965097324991271E+002                  2.9314286032507169E+001                 -3.4362864051123174E+000                 -5.4134062727414749E+000                 -2.7201112489126920E+001 
                                      29                  6.6004093617771801E-003                  8.1878155681860665E-001                  1.0000000000000003E-009                 -2.9631901638216198E+000                  9.9747701234861730E-001                  9.9747669604029499E-001                 -3.4317328617646630E+000                 -2.7201112494667910E+001                 -1.2214276513279452E+000                  4.4481091247995481E+000                  8.8589235208943169E+000                  7.5716116445770334E+000                  7.0620056278399153E+000                  2.4009420953866169E+001                  1.6965097325164928E+002                  2.9314286032779194E+001                 -3.4362867779371373E+000                 -5.4134071095614642E+000                 -2.7201112494667910E+001 
                                      30                  7.9065534293582783E-003                  8.1878155681991283E-001                  1.0000000000000003E-009                 -2.8840089177739952E+000                  9.9747701234702579E-001                  9.9747669603870348E-001                 -3.4317322661576206E+000                 -2.7201112501421694E+001                 -1.2204174421211635E+000                  4.4483608482663906E+000                  8.8589251785640233E+000                  7.5716116445731716E+000                  7.0620056278429146E+000                  2.4009420953870482E+001                  1.6965097325373500E+002                  2.9314286033107468E+001                 -3.4362861776807851E+000                 -5.4134069550259678E+000                 -2.7201112501421694E+001 
                                      31                  9.4739263104555958E-003                  8.1878155682148013E-001                  1.0000000000000003E-009                 -2.8048276717263700E+000                  9.9747701234511621E-001                  9.9747669603679379E-001                 -3.4317322873860587E+000                 -2.7201112509410738E+001                 -1.2193260471802596E+000                  4.4486328090214382E+000                  8.8589269545243781E+000                  7.5716116445684110E+000                  7.0620056278462835E+000                  2.4009420953875338E+001                  1.6965097325624089E+002                  2.9314286033504480E+001                 -3.4362861995022516E+000                 -5.4134069199948849E+000                 -2.7201112509410738E+001 
                                      32                  1.1354773767772379E-002                  8.1878155682336107E-001                  1.0000000000000003E-009                 -2.7256464256787454E+000                  9.9747701234282493E-001                  9.9747669603450262E-001                 -3.4317321747429790E+000                 -2.7201112518282137E+001                 -1.2182549142212917E+000                  4.4488996450616627E+000                  8.8589288489234139E+000                  7.5716116449765822E+000                  7.0620056278496328E+000                  2.4009420953881595E+001                  1.6965097309775791E+002                  2.9314286006028887E+001                 -3.4362860860927569E+000                 -5.4134068800602080E+000                 -2.7201112518282137E+001 
                                      33                  1.3611790716552517E-002                  8.1878155682561815E-001                  1.0000000000000003E-009                 -2.6464651796311203E+000                  9.9747701234007535E-001                  9.9747669603175304E-001                 -3.4317322481878492E+000                 -2.7201112528320557E+001                 -1.2170127232329766E+000                  4.4492091740532516E+000                  8.8589308864343934E+000                  7.5716116453836042E+000                  7.0620056278538161E+000                  2.4009420953889045E+001                  1.6965097293988345E+002                  2.9314285978649515E+001                 -3.4362861653018775E+000                 -5.4134064066612195E+000                 -2.7201112528320557E+001 
                                      34                  1.6320211055088685E-002                  8.1878155682832654E-001                  1.0000000000000003E-009                 -2.5672839335834956E+000                  9.9747701233677488E-001                  9.9747669602845257E-001                 -3.4317320781338401E+000                 -2.7201112539616833E+001                 -1.2157139986463528E+000                  4.4495327656703019E+000                  8.8589330654936056E+000                  7.5716116453753912E+000                  7.0620056278597296E+000                  2.4009420953897553E+001                  1.6965097294422807E+002                  2.9314285979336884E+001                 -3.4362859861950432E+000                 -5.4134070954324596E+000                 -2.7201112539616833E+001 
                                      35                  1.9570315461332081E-002                  8.1878155683157661E-001                  1.0000000000000003E-009                 -2.4881026875358709E+000                  9.9747701233281560E-001                  9.9747669602449329E-001                 -3.4317318143949267E+000                 -2.7201112551821037E+001                 -1.2143654114202367E+000                  4.4498687634226517E+000                  8.8589353636019634E+000                  7.5716116453656417E+000                  7.0620056278670278E+000                  2.4009420953908062E+001                  1.6965097294943916E+002                  2.9314285980159340E+001                 -3.4362857193935228E+000                 -5.4134071222379720E+000                 -2.7201112551821037E+001 
                                      36                  2.3470440748824161E-002                  8.1878155683547671E-001                  1.0000000000000003E-009                 -2.4089214414882458E+000                  9.9747701232806418E-001                  9.9747669601974187E-001                 -3.4317311160549067E+000                 -2.7201112564584943E+001                 -1.2128748078088969E+000                  4.4502401680063413E+000                  8.8589378562402548E+000                  7.5716116453542144E+000                  7.0620056278763057E+000                  2.4009420953921406E+001                  1.6965097295568654E+002                  2.9314285981139363E+001                 -3.4362850154297382E+000                 -5.4134069574156145E+000                 -2.7201112564584943E+001 
                                      37                  2.8150591093814653E-002                  8.1878155684015685E-001                  1.0000000000000003E-009                 -2.3297401954406212E+000                  9.9747701232236263E-001                  9.9747669601404032E-001                 -3.4317304231900403E+000                 -2.7201112578968292E+001                 -1.2114160983961748E+000                  4.4506034303221078E+000                  8.8589406863150835E+000                  7.5716116453411342E+000                  7.0620056278865686E+000                  2.4009420953936189E+001                  1.6965097296276952E+002                  2.9314285982253214E+001                 -3.4362843296995256E+000                 -5.4134055876975395E+000                 -2.7201112578968292E+001 
                                      38                  3.3766771507803245E-002                  8.1878155684577314E-001                  1.0000000000000003E-009                 -2.2505589493929965E+000                  9.9747701231552088E-001                  9.9747669600719857E-001                 -3.4317308279996159E+000                 -2.7201112594387261E+001                 -1.2098165632924047E+000                  4.4510018118663108E+000                  8.8589436907785597E+000                  7.5716116453240287E+000                  7.0620056278986914E+000                  2.4009420953953629E+001                  1.6965097297177968E+002                  2.9314285983680548E+001                 -3.4362847175011417E+000                 -5.4134076060268477E+000                 -2.7201112594387261E+001 
                                      39                  4.0506188004589563E-002                  8.1878155685251264E-001                  1.0000000000000003E-009                 -2.1713777033453714E+000                  9.9747701230730990E-001                  9.9747669599898747E-001                 -3.4317312661808121E+000                 -2.7201112610270012E+001                 -1.2080773871636232E+000                  4.4514349116986338E+000                  8.8589470791783071E+000                  7.5716116453052269E+000                  7.0620056279135408E+000                  2.4009420953975003E+001                  1.6965097298197875E+002                  2.9314285985283774E+001                 -3.4362851458218482E+000                 -5.4134089796607752E+000                 -2.7201112610270012E+001 
                                      40                  4.8593487800733137E-002                  8.1878155686059995E-001                  1.0000000000000003E-009                 -2.0921964572977467E+000                  9.9747701229745822E-001                  9.9747669598913591E-001                 -3.4317286473035344E+000                 -2.7201112625222258E+001                 -1.2062074218787926E+000                  4.4519006545392026E+000                  8.8589505761395841E+000                  7.5716116452814628E+000                  7.0620056279326375E+000                  2.4009420954002497E+001                  1.6965097299493399E+002                  2.9314285987317568E+001                 -3.4362825247742830E+000                 -5.4134065666763300E+000                 -2.7201112625222258E+001 
                                      41                  5.8298247556105423E-002                  8.1878155687030474E-001                  1.0000000000000003E-009                 -2.0130152112501221E+000                  9.9747701228563490E-001                  9.9747669597731259E-001                 -3.4317273161682893E+000                 -2.7201112640817861E+001                 -1.2041850775962597E+000                  4.4524043527801229E+000                  8.8589543517990084E+000                  7.5716116452525162E+000                  7.0620056279547434E+000                  2.4009420954034308E+001                  1.6965097301048957E+002                  2.9314285989768763E+001                 -3.4362811928366370E+000                 -5.4134053116639897E+000                 -2.7201112640817861E+001 
                                      42                  6.9943959262552174E-002                  8.1878155688195042E-001                  1.0000000000000003E-009                 -1.9338339652024972E+000                  9.9747701227144758E-001                  9.9747669596312527E-001                 -3.4317263415559824E+000                 -2.7201112656046451E+001                 -1.2020849699743710E+000                  4.4529271541817748E+000                  8.8589588028066508E+000                  7.5716116452204787E+000                  7.0620056279812600E+000                  2.4009420954072482E+001                  1.6965097302810290E+002                  2.9314285992527939E+001                 -3.4362801996410361E+000                 -5.4134061000330345E+000                 -2.7201112656046451E+001 
                                      43                  8.3918813310288262E-002                  8.1878155689592524E-001                  1.0000000000000003E-009                 -1.8546527191548725E+000                  9.9747701225442265E-001                  9.9747669594610033E-001                 -3.4317252531075266E+000                 -2.7201112670708131E+001                 -1.1997741065831349E+000                  4.4535025331076667E+000                  8.8589634766504854E+000                  7.5716116451785789E+000                  7.0620056280126766E+000                  2.4009420954117697E+001                  1.6965097305050730E+002                  2.9314285996062871E+001                 -3.4362791040851630E+000                 -5.4134056858610728E+000                 -2.7201112670708131E+001 
                                      44                  1.0068863816757156E-001                  8.1878155691269505E-001                  1.0000000000000003E-009                 -1.7754714731072476E+000                  9.9747701223399243E-001                  9.9747669592567012E-001                 -3.4317225926459409E+000                 -2.7201112683046279E+001                 -1.1972395912762284E+000                  4.4541335390664232E+000                  8.8589687223864235E+000                  7.5716116451287121E+000                  7.0620056280511507E+000                  2.4009420954173081E+001                  1.6965097307738304E+002                  2.9314286000294704E+001                 -3.4362764248059441E+000                 -5.4134048106225325E+000                 -2.7201112683046279E+001 
                                      45                  1.2081242799631155E-001                  8.1878155693281895E-001                  1.0000000000000003E-009                 -1.6962902270596227E+000                  9.9747701220947738E-001                  9.9747669590115506E-001                 -3.4317208672028148E+000                 -2.7201112693896594E+001                 -1.1947028846683299E+000                  4.4547647227506788E+000                  8.8589747083218651E+000                  7.5716116450730198E+000                  7.0620056280963386E+000                  2.4009420954238120E+001                  1.6965097310782545E+002                  2.9314286005070660E+001                 -3.4362746940497289E+000                 -5.4134035892318755E+000                 -2.7201112693896594E+001 
                                      46                  1.4496097579079953E-001                  8.1878155695696742E-001                  1.0000000000000003E-009                 -1.6171089810119981E+000                  9.9747701218005791E-001                  9.9747669587173560E-001                 -3.4317174694541328E+000                 -2.7201112700497102E+001                 -1.1915839743241110E+000                  4.4555412483673154E+000                  8.8589811122606985E+000                  7.5716116450010036E+000                  7.0620056281513444E+000                  2.4009420954317289E+001                  1.6965097314652937E+002                  2.9314286011169177E+001                 -3.4362712864141205E+000                 -5.4134011294569557E+000                 -2.7201112700497102E+001 
                                      47                  1.7393923314418511E-001                  8.1878155698594568E-001                  1.0000000000000003E-009                 -1.5379277349643732E+000                  9.9747701214475537E-001                  9.9747669583643306E-001                 -3.4317156443216916E+000                 -2.7201112703276365E+001                 -1.1882701009088981E+000                  4.4563662418326020E+000                  8.8589880620377333E+000                  7.5716116449208242E+000                  7.0620056282164381E+000                  2.4009420954410984E+001                  1.6965097319036460E+002                  2.9314286018045909E+001                 -3.4362694352656646E+000                 -5.4134017724762362E+000                 -2.7201112703276365E+001 
                                      48                  2.0871314196824778E-001                  8.1878155702071953E-001                  1.0000000000000003E-009                 -1.4587464889167483E+000                  9.9747701210239204E-001                  9.9747669579406972E-001                 -3.4317114134474069E+000                 -2.7201112698682518E+001                 -1.1850317668569670E+000                  4.4571717006385132E+000                  8.8589963114518753E+000                  7.5716116448251967E+000                  7.0620056282956671E+000                  2.4009420954525051E+001                  1.6965097324295422E+002                  2.9314286026283419E+001                 -3.4362651829728525E+000                 -5.4133995735985465E+000                 -2.7201112698682518E+001 
                                      49                  2.5044183255712299E-001                  8.1878155706244815E-001                  1.0000000000000003E-009                 -1.3795652428691236E+000                  9.9747701205155570E-001                  9.9747669574323350E-001                 -3.4317076839656169E+000                 -2.7201112686585525E+001                 -1.1810996703587275E+000                  4.4581503084374496E+000                  8.8590051441031221E+000                  7.5716116442868211E+000                  7.0620056283907129E+000                  2.4009420954660406E+001                  1.6965097347120854E+002                  2.9314286064761401E+001                 -3.4362614178702233E+000                 -5.4133992235217585E+000                 -2.7201112686585525E+001 
                                      50                  3.0051626126377323E-001                  8.1878155711252254E-001                  1.0000000000000003E-009                 -1.3003839968214987E+000                  9.9747701199055361E-001                  9.9747669568223130E-001                 -3.4317022667683377E+000                 -2.7201112660216893E+001                 -1.1770413643109869E+000                  4.4591595990057469E+000                  8.8590157159903988E+000                  7.5716116441494492E+000                  7.0620056285046751E+000                  2.4009420954824467E+001                  1.6965097354678394E+002                  2.9314286076598439E+001                 -3.4362559547721960E+000                 -5.4133981610397965E+000                 -2.7201112660216893E+001 
                                      51                  3.6060557571175356E-001                  8.1878155717261192E-001                  1.0000000000000003E-009                 -1.2212027507738739E+000                  9.9747701191734961E-001                  9.9747669560902730E-001                 -3.4316947054070548E+000                 -2.7201112626774488E+001                 -1.1723668792020141E+000                  4.4603226922170247E+000                  8.8590267721223306E+000                  7.5716116439706083E+000                  7.0620056286412964E+000                  2.4009420955021103E+001                  1.6965097364290219E+002                  2.9314286091743789E+001                 -3.4362483466784246E+000                 -5.4133950333484187E+000                 -2.7201112626774488E+001 
