                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     130                                     1247                  8.1899999999999995E-001                  2.0000000000000000E-002                  8.2001922859736340E+004                  1.0191376798489030E+002                  4.5077856071114744E+004                  4.2840023124921933E-001                  1.0746255935241250E-002                  1.6977462925977696E+002                  0.0000000000000000E+000                  9.8543793153396748E-031                  8.1153992904084933E-021                  3.5435524736855240E-001                  3.8282357398846620E-040                  6.2146618681219712E-001                  1.8890324646220882E-002                  8.1886355873486605E-001                  1.0000000000000003E-009                  6.2341250769410830E-005                  1.0715932586075122E-009                  3.0499512668803958E-003                  3.5597572283433937E-001                  3.1836452056091797E-005                  4.3993143255366246E-001                  1.5601564174099225E-002                  8.1875495650563901E-001                  8.1166651216038999E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1886355873485872E-001                  1.0744629544836399E-002                  1.2325756070320335E+001                  3.4189736343086724E+009                  1.9114451837410355E+010                  1.8349770293979888E+000                  1.8349758928736533E+000                  1.0401168624069375E-027                  1.3890444324280662E-001                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                 velocity                                      eta                                       mu                                    grada                                  eps_nuc                              non_nuc_neu                                 eps_grav                                    gradT                                    gradr                                     mass                                       h1                                      he3                                      he4                                      c12                                      c13                                      n13                                      n14                                      n15                                      o14                                      o15                                      o16                                      o17                                      o18                                      f17                                      f18                                      f19                                     ne18                                     ne19                                     ne20                                     ne22                                     mg22                                     mg24                                     mg26                                     fe56                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                    other 
                                       1                  5.1651262050062234E+000                 -4.7642940758889711E+000                  8.5264711025309730E+000                 -1.9687428203893806E+000                  4.2840023124921933E-001                 -4.3152697499747247E-010                 -1.0348483822947291E+001                  6.2171315582402153E-001                  3.9083316712035726E-001                  7.0920684782603340E-032                  0.0000000000000000E+000                 -6.3796554247140750E+007                  4.3469237764802571E-001                  4.3697391091094068E-001                  8.1886355873486605E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  7.0920684782603329E-032                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  5.3089215467780750E+000                 -4.4636646606550805E+000                  8.9719253260233991E+000                 -1.9688471643650709E+000                  4.2840059222450755E-001                  4.0063975717902230E+002                 -1.0151465479527014E+001                  6.2127523400400186E-001                  3.9160024851219233E-001                  1.1224000802401188E-027                  0.0000000000000000E+000                  1.3388501142494144E+010                  3.4745433971758283E-001                  3.4745433971758283E-001                  8.1886355873485517E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  1.1224000802401188E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  5.3584470135430093E+000                 -4.2978232082345231E+000                  9.1872362417492592E+000                 -1.9688994127488082E+000                  4.2832487366461930E-001                  1.8007952780108604E+002                 -9.9427001915405455E+000                  6.2123265153716134E-001                  3.9233042528163847E-001                  2.1738975918049673E-023                  0.0000000000000000E+000                  1.4749220580664032E+010                  2.3445776682775690E-001                  2.3445776682775690E-001                  8.1886355873484418E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  2.1738975918049673E-023                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  5.3903578622563639E+000                 -4.1863259069126926E+000                  9.3305708748686058E+000                 -1.9689350876923315E+000                  4.2824145945762510E-001                  9.0509236235186577E+001                 -9.7965811033699648E+000                  6.2118006527560599E-001                  3.9273960630390220E-001                  3.5902358431573725E-022                  0.0000000000000000E+000                  1.1945238969904459E+010                  2.2454688320472765E-001                  2.2454688320472765E-001                  8.1886355873483330E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  3.5902358431573721E-022                  7.1556885269200960E-087                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  5.4138632851952648E+000                 -4.1021569232186410E+000                  9.4381800080511695E+000                 -1.9689626909863112E+000                  4.2817390342345291E-001                  4.4834900521260884E+001                 -9.6838168377513902E+000                  6.2117869933205738E-001                  3.9302405480687974E-001                  1.2010186619620669E-021                  0.0000000000000000E+000                  1.0072683702263084E+010                  2.1949530983532831E-001                  2.1949530983532831E-001                  8.1886355873482231E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  1.2010186619620669E-021                  7.1091074352273647E-085                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  5.4324824883907832E+000                 -4.0345351149897981E+000                  9.5243683685962015E+000                 -1.9689854350178146E+000                  4.2811693767757319E-001                  1.8432386425800125E+001                 -9.5952900024311045E+000                  6.2111060070108659E-001                  3.9323427316203668E-001                  2.8946332446945879E-021                  0.0000000000000000E+000                  8.7363558126748276E+009                  2.1670809466381960E-001                  2.1670809466381960E-001                  8.1886355873481143E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  2.8946332446945879E-021                  2.4088199108166556E-083                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  5.4479009420368323E+000                 -3.9780127544960804E+000                  9.5962624498958391E+000                 -1.9690049024628589E+000                  4.2806752924711594E-001                  1.9123422309581031E+000                 -9.5180719654944692E+000                  6.2111785799727770E-001                  3.9339772800075351E-001                  5.9563693299574940E-021                  0.0000000000000000E+000                  7.7372658131302319E+009                  2.1492706120657046E-001                  2.1492706120657046E-001                  8.1886355873480055E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  5.9563693299574947E-021                  4.3003369061985974E-082                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  5.4610605893033162E+000                 -3.9294520093095602E+000                  9.6579374387829517E+000                 -1.9690219963738780E+000                  4.2802377110260048E-001                 -8.9953178798874873E+000                 -9.4521259763114198E+000                  6.2113558294859650E-001                  3.9353402155331096E-001                  1.0972236036207304E-020                  0.0000000000000000E+000                  6.9575764302886209E+009                  2.1371338702274509E-001                  2.1371338702274509E-001                  8.1886355873478955E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  1.0972236036207304E-020                  4.9085745397025775E-081                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  5.4725497518957917E+000                 -3.8868959477036302E+000                  9.7119396777753124E+000                 -1.9690372836202770E+000                  4.2798442253799157E-001                 -1.6476102896288317E+001                 -9.3941946761174737E+000                  6.2111753810910142E-001                  3.9365097414451594E-001                  1.8631113047585844E-020                  0.0000000000000000E+000                  6.3288677670252209E+009                  2.1301271557696094E-001                  2.1301271557696094E-001                  8.1886355873477867E-001                  6.9998443346917205E-001                  2.9284478022686738E-005                  2.7998678919283326E-001                  3.2845076268438172E-003                  3.9920433449519791E-005                  0.0000000000000000E+000                  1.0639459448186729E-003                  4.1863843483674715E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8133603566557441E-003                  3.4929318199477489E-006                  1.9886912257334749E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1790922249810010E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5608063089198629E-003                  1.2624034389896723E-004                  0.0000000000000000E+000                  8.4502384399616200E-004                  1.2752810983955300E-004                  4.1099757539009444E-003                  1.8631113047585841E-020                  4.0363607597089623E-080                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
