                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      10                  6.1797071359999993E+000                  1.0000000061797072E+000                  1.0000000000000003E-009                  5.9418700653279762E-002                  9.9999999286518126E-001                  9.9999999055442990E-001                 -1.3161752769808317E+001                 -7.8896940932208096E+001                 -1.3331348421274660E+000                  4.4780459560624042E+000                  8.7431962629688442E+000                  7.4781062283116313E+000                  7.5285009068430693E+000                  2.4671793236186712E+001                  3.4994788271323955E+002                  5.1940801453046177E+001                 -1.3161752776138567E+001                 -2.0998116281106192E+001                 -7.8896940932208096E+001 
                                      11                  7.5556485631999992E+000                  1.0000000075556486E+000                  1.0000000000000003E-009                  1.3859994670090456E-001                  9.9999999138155260E-001                  9.9999998822939085E-001                 -1.2892975989274525E+001                 -7.8900245842183736E+001                 -1.3311531346406140E+000                  4.4785039244183409E+000                  8.7432711800003968E+000                  7.4781062141451837E+000                  7.5285009139479211E+000                  2.4671793246050260E+001                  3.4994789671228853E+002                  5.1940803485147647E+001                 -1.2892975992455026E+001                 -2.1028264726354568E+001                 -7.8900245842183736E+001 
                                      12                  9.2067782758399996E+000                  1.0000000092067785E+000                  1.0000000000000003E-009                  2.1778119274852933E-001                  9.9999998951679070E-001                  9.9999998500537302E-001                 -1.2643029254186910E+001                 -7.8903554856262176E+001                 -1.3436069311615133E+000                  4.4753578450491229E+000                  8.7433364404783838E+000                  7.4781061968356202E+000                  7.5285009223374448E+000                  2.4671793257676846E+001                  3.4994791371101496E+002                  5.1940806115110526E+001                 -1.2643029255858977E+001                 -2.1057560001298224E+001                 -7.8903554856262176E+001 
                                      13                  1.1188133931007998E+001                  1.0000000111881340E+000                  1.0000000000000003E-009                  2.9696243879615414E-001                  9.9999998618416330E-001                  9.9999998268379220E-001                 -1.2382455174249317E+001                 -7.8906769274575367E+001                 -1.3482631014027040E+000                  4.4741552679381629E+000                  8.7434135095797085E+000                  7.4781061756759888E+000                  7.5285009322442056E+000                  2.4671793271374870E+001                  3.4994793436367564E+002                  5.1940809560855811E+001                 -1.2382455175114238E+001                 -2.1083263614961165E+001                 -7.8906769274575367E+001 
                                      14                  1.3565760717209598E+001                  1.0000000135657607E+000                  1.0000000000000003E-009                  3.7614368484377897E-001                  9.9999998438393167E-001                  9.9999998016547109E-001                 -1.2108613768996303E+001                 -7.8909788826225409E+001                 -1.3276328456933799E+000                  4.4792576059720606E+000                  8.7435239613665736E+000                  7.4781061498047308E+000                  7.5285009439298110E+000                  2.4671793287505448E+001                  3.4994795945932810E+002                  5.1940813940107709E+001                 -1.2108613769457103E+001                 -2.1082887378668534E+001                 -7.8909788826225409E+001 
                                      15                  1.6418912860651517E+001                  1.0000000164189129E+000                  1.0000000000000003E-009                  4.5532493089140380E-001                  9.9999997757659964E-001                  9.9999997165357757E-001                 -1.1894808933380302E+001                 -7.8912524606645817E+001                 -1.3578440918594796E+000                  4.4716814641195350E+000                  8.7435706219885763E+000                  7.4781061181824349E+000                  7.5285009576827218E+000                  2.4671793306472757E+001                  3.4994798993986490E+002                  5.1940819333320817E+001                 -1.1894808933677503E+001                 -2.1059543118914160E+001                 -7.8912524606645817E+001 
                                      16                  1.9842695432781820E+001                  1.0000000198426955E+000                  1.0000000000000003E-009                  5.3450617693902858E-001                  9.9999998386374922E-001                  9.9999998243568178E-001                 -1.1627317706134804E+001                 -7.8914912357969669E+001                 -1.3404854002838591E+000                  4.4759654044341435E+000                  8.7436820871471692E+000                  7.4781060795959808E+000                  7.5285009738557891E+000                  2.4671793328770697E+001                  3.4994802691052126E+002                  5.1940825839213588E+001                 -1.1627317706498459E+001                 -2.0704411164647777E+001                 -7.8914912357969669E+001 
                                      17                  2.3951234519338183E+001                  1.0000000239512346E+000                  1.0000000000000003E-009                  6.1368742298665335E-001                  9.9999996946298320E-001                  9.9999996415089132E-001                 -1.1389692276525974E+001                 -7.8916922539506317E+001                 -1.3443944068613449E+000                  4.4749442068456569E+000                  8.7437699790353989E+000                  7.4781060326470428E+000                  7.5285009928470767E+000                  2.4671793354953923E+001                  3.4994807164214143E+002                  5.1940833594751076E+001                 -1.1389692277212973E+001                 -2.0190521061198947E+001                 -7.8916922539506317E+001 
                                      18                  2.8881481423205820E+001                  1.0000000288814814E+000                  1.0000000000000003E-009                  6.9286866903427813E-001                  1.0000000000000000E+000                  9.9999999999951295E-001                 -1.1157857712941594E+001                 -7.8918563863860854E+001                 -1.3443070645363815E+000                  4.4749156125705918E+000                  8.7438708387480109E+000                  7.4781059757878863E+000                  7.5285010151260083E+000                  2.4671793385674050E+001                  3.4994812555195540E+002                  5.1940842777738084E+001                 -1.1157857714405104E+001                 -1.9630246251133649E+001                 -7.8918563863860854E+001 
                                      19                  3.4797777707846983E+001                  1.0000000347977778E+000                  1.0000000000000003E-009                  7.7204991508190302E-001                  9.9999997032916088E-001                  9.9999996936408364E-001                 -1.0905285922400729E+001                 -7.8919878699760574E+001                 -1.3369604596503648E+000                  4.4766967846375509E+000                  8.7439817970571010E+000                  7.4781059073885370E+000                  7.5285010412523077E+000                  2.4671793421707051E+001                  3.4994819015642270E+002                  5.1940853594096517E+001                 -1.0905285925764531E+001                 -1.9016239693300829E+001                 -7.8919878699760574E+001 
                                      20                  4.1897333249416370E+001                  1.0000000418973332E+000                  1.0000000000000003E-009                  8.5123116112952779E-001                  9.9999995153094356E-001                  9.9999994505263223E-001                 -1.0637436444532071E+001                 -7.8920931475797886E+001                 -1.3112100514570506E+000                  4.4830662164118804E+000                  8.7441181376050992E+000                  7.4781058258419577E+000                  7.5285010718793952E+000                  2.4671793463959251E+001                  3.4994826698781480E+002                  5.1940866259335770E+001                 -1.0637436453577369E+001                 -1.8318797871207796E+001                 -7.8920931475797886E+001 
                                      21                  5.0416799899299647E+001                  1.0000000504167998E+000                  1.0000000000000003E-009                  9.3041240717715257E-001                  9.9999993832829470E-001                  9.9999991618784512E-001                 -1.0423976915169348E+001                 -7.8921793739165551E+001                 -1.3180088495187869E+000                  4.4813178939004139E+000                  8.7442153835971652E+000                  7.4781057297152085E+000                  7.5285011077466111E+000                  2.4671793513457889E+001                  3.4994835746969807E+002                  5.1940880974397608E+001                 -1.0423976927568969E+001                 -1.7968352878559735E+001                 -7.8921793739165551E+001 
                                      22                  6.0640159879159576E+001                  1.0000000606401600E+000                  1.0000000000000003E-009                  1.0095936532247773E+000                  9.9999992077890798E-001                  9.9999990619639956E-001                 -1.0199451139006577E+001                 -7.8922530088451978E+001                 -1.3227375037633600E+000                  4.4800827709314728E+000                  8.7443213024127608E+000                  7.4781056179845296E+000                  7.5285011497435308E+000                  2.4671793571442720E+001                  3.4994846275123587E+002                  5.1940897897058868E+001                 -1.0199451162154523E+001                 -1.7472723022326345E+001                 -7.8922530088451978E+001 
                                      23                  7.2908191854991486E+001                  1.0000000729081919E+000                  1.0000000000000003E-009                  1.0887748992724022E+000                  9.9999990801078498E-001                  9.9999989692989721E-001                 -9.9537558299862674E+000                 -7.8923178040052917E+001                 -1.3114132422457805E+000                  4.4828467865199126E+000                  8.7444554019946690E+000                  7.4781054902742001E+000                  7.5285011989309636E+000                  2.4671793639396824E+001                  3.4994858352262304E+002                  5.1940917113350473E+001                 -9.9537558664157348E+000                 -1.7030087331577864E+001                 -7.8923178040052917E+001 
                                      24                  8.7629830225989778E+001                  1.0000000876298305E+000                  1.0000000000000003E-009                  1.1679561453200269E+000                  9.9999990051247967E-001                  9.9999986979130495E-001                 -9.6988158381782146E+000                 -7.8923432115814336E+001                 -1.2873422013131754E+000                  4.4887769324090394E+000                  8.7446306306827193E+000                  7.4781053470743535E+000                  7.5285012565514364E+000                  2.4671793719062244E+001                  3.4994871984360600E+002                  5.1940938613370406E+001                 -9.6988159086084096E+000                 -1.6488841295639137E+001                 -7.8923432115814336E+001 
                                      25                  1.0529579627118773E+002                  1.0000001052957965E+000                  1.0000000000000003E-009                  1.2471373913676518E+000                  9.9999987576807214E-001                  9.9999981681477568E-001                 -9.4685829199617899E+000                 -7.8918592745502295E+001                 -1.2803308038199557E+000                  4.4904632116495327E+000                  8.7447637709483441E+000                  7.4781051899069384E+000                  7.5285013240671086E+000                  2.4671793812493664E+001                  3.4994887102378175E+002                  5.1940962275876217E+001                 -9.4685830319594171E+000                 -1.6057158464241205E+001                 -7.8918592745502295E+001 
                                      26                  1.2649495552542528E+002                  1.0000001264949558E+000                  1.0000000000000003E-009                  1.3263186374152767E+000                  9.9999984434371514E-001                  9.9999977652170413E-001                 -9.2445329762471804E+000                 -7.8874183638165022E+001                 -1.2811277241864998E+000                  4.4901979226373419E+000                  8.7448958887894523E+000                  7.4781050213711699E+000                  7.5285014031909627E+000                  2.4671793922102168E+001                  3.4994903559742397E+002                  5.1940987865551179E+001                 -9.2445331349284672E+000                 -1.5681791653983073E+001                 -7.8874183638165022E+001 
                                      27                  1.5193394663051035E+002                  1.0000001519339470E+000                  1.0000000000000003E-009                  1.4054998834629016E+000                  9.9999982802104026E-001                  9.9999974904967814E-001                 -8.9917396812318078E+000                 -7.8207961355753483E+001                 -1.2593747098842227E+000                  4.4955393822186407E+000                  8.7450894767779914E+000                  7.4781048450885956E+000                  7.5285014960161121E+000                  2.4671794050835750E+001                  3.4994921141495854E+002                  5.1941015046392039E+001                 -8.9917400048123159E+000                 -1.5119541801592566E+001                 -7.8207961355753483E+001 
                                      28                  1.8246073595661241E+002                  1.0000001824607363E+000                  1.0000000000000003E-009                  1.4846811295105264E+000                  9.9999976520454970E-001                  9.9999965878744457E-001                 -8.7741357224161387E+000                 -7.7271024237004909E+001                 -1.2613027663666134E+000                  4.4949911915023737E+000                  8.7452218299693314E+000                  7.4781046654171739E+000                  7.5285016049738633E+000                  2.4671794202119344E+001                  3.4994939585774563E+002                  5.1941043411971314E+001                 -8.7741362636722471E+000                 -1.4678517494037575E+001                 -7.7271024237004909E+001 
                                      29                  2.1909288314793488E+002                  1.0000002190928834E+000                  1.0000000000000003E-009                  1.5638623755581511E+000                  9.9999971764711815E-001                  9.9999967010792190E-001                 -8.5226365444910037E+000                 -7.5707249356819375E+001                 -1.2444236745845028E+000                  4.4991216022094154E+000                  8.7454005544463023E+000                  7.4781044871985918E+000                  7.5285017330563901E+000                  2.4671794380165114E+001                  3.4994958612286354E+002                  5.1941072524742850E+001                 -8.5226376987699570E+000                 -1.4098110656329586E+001                 -7.5707249356819375E+001 
                                      30                  2.6305145977752187E+002                  1.0000002630514599E+000                  1.0000000000000003E-009                  1.6430436216057758E+000                  9.9999969906463393E-001                  9.9999958957311430E-001                 -8.2819827246463404E+000                 -7.4222812988695253E+001                 -1.2230397748132760E+000                  4.5043624953478218E+000                  8.7456107180551044E+000                  7.4781043153333577E+000                  7.5285018837912201E+000                  2.4671794589934791E+001                  3.4994977955573546E+002                  5.1941101963028402E+001                 -8.2819860101001748E+000                 -1.3403173309553138E+001                 -7.4222812988695253E+001 
                                      31                  3.1580175173302621E+002                  1.0000003158017519E+000                  1.0000000000000003E-009                  1.7222248676534007E+000                  9.9999963826724714E-001                  9.9999946333414469E-001                 -8.0493844076466026E+000                 -7.3046237614747952E+001                 -1.2086094255129181E+000                  4.5078717335602052E+000                  8.7458074162805168E+000                  7.4781041544602553E+000                  7.5285020613779965E+000                  2.4671794837329490E+001                  3.4994997395813999E+002                  5.1941131363771916E+001                 -8.0493905720408332E+000                 -1.2897281395783697E+001                 -7.3046237614747952E+001 
                                      32                  3.7910210207963144E+002                  1.0000003791021022E+000                  1.0000000000000003E-009                  1.8014061137010255E+000                  9.9999955553596587E-001                  9.9999937392195548E-001                 -7.8293558301311874E+000                 -7.2043403977176297E+001                 -1.2049541922021290E+000                  4.5087075950649087E+000                  8.7459633099265055E+000                  7.4781040086644754E+000                  7.5285022707769969E+000                  2.4671795129312216E+001                  3.4995016785544505E+002                  5.1941160459135808E+001                 -7.8293645181394966E+000                 -1.2528224257819710E+001                 -7.2043403977176297E+001 
                                      33                  4.5506252249555769E+002                  1.0000004550625226E+000                  1.0000000000000003E-009                  1.8805873597486504E+000                  9.9999947710004800E-001                  9.9999932734503072E-001                 -7.5796767783748003E+000                 -7.0460572458879682E+001                 -1.1838947919402121E+000                  4.5138599840893923E+000                  8.7461882320084960E+000                  7.4781038814836016E+000                  7.5285025182429743E+000                  2.4671795474655781E+001                  3.4995036068695924E+002                  5.1941189092490987E+001                 -7.5796950072707157E+000                 -1.1956709838905129E+001                 -7.0460572458879682E+001 
                                      34                  5.4621502699466919E+002                  1.0000005462150272E+000                  1.0000000000000003E-009                  1.9597686057962751E+000                  9.9999931642121453E-001                  9.9999912696371829E-001                 -7.3655305521125261E+000                 -6.9566574327479771E+001                 -1.1806751579681320E+000                  4.5145723889290998E+000                  8.7463732393151208E+000                  7.4781037754801361E+000                  7.5285028108885736E+000                  2.4671795883329764E+001                  3.4995055299036233E+002                  5.1941217247034750E+001                 -7.3655621637359854E+000                 -1.1503483868909424E+001                 -6.9566574327479771E+001 
                                      35                  6.5559803239360303E+002                  1.0000006555980325E+000                  1.0000000000000003E-009                  2.0389498518439000E+000                  9.9999923751643038E-001                  9.9999907170275082E-001                 -7.1234508349315293E+000                 -6.8046050070480092E+001                 -1.1633302313497982E+000                  4.5187890110728404E+000                  8.7466124583368057E+000                  7.4781036925551021E+000                  7.5285031575671448E+000                  2.4671796367738601E+001                  3.4995074647201625E+002                  5.1941245038960595E+001                 -7.1235234821157798E+000                 -1.0900052683282617E+001                 -6.8046050070480092E+001 
                                      36                  7.8685763887232361E+002                  1.0000007868576388E+000                  1.0000000000000003E-009                  2.1181310978915247E+000                  9.9999910456654162E-001                  9.9999883029192560E-001                 -6.8894768875504830E+000                 -6.6805230828936672E+001                 -1.1469806495028705E+000                  4.5227594238865043E+000                  8.7468464236329417E+000                  7.4781036337075264E+000                  7.5285035685701773E+000                  2.4671796942296577E+001                  3.4995094408996334E+002                  5.1941272735062562E+001                 -6.8895990282820536E+000                 -1.0440461750880727E+001                 -6.6805230828936672E+001 
                                      37                  9.4436916664678824E+002                  1.0000009443691669E+000                  1.0000000000000003E-009                  2.1973123439391493E+000                  9.9999889256575980E-001                  9.9999855089590495E-001                 -6.6671498385829251E+000                 -6.5677776338596047E+001                 -1.1379050433120974E+000                  4.5249164863027822E+000                  8.7470701018957744E+000                  7.4781035993598177E+000                  7.5285040563237660E+000                  2.4671797624404416E+001                  3.4995115004661625E+002                  5.1941300742672716E+001                 -6.6673850229551359E+000                 -9.9336432768762020E+000                 -6.5677776338596047E+001 
                                      38                  1.1333829999761458E+003                  1.0000011333830001E+000                  1.0000000000000003E-009                  2.2764935899867744E+000                  9.9999865921432807E-001                  9.9999833945280259E-001                 -6.4390464937216016E+000                 -6.4452787095657115E+001                 -1.1272092063302726E+000                  4.5274703166801213E+000                  8.7473103596320083E+000                  7.4781035894142454E+000                  7.5285046355004051E+000                  2.4671798434604881E+001                  3.4995136978423568E+002                  5.1941329618726343E+001                 -6.4394502445969843E+000                 -9.4709191878747614E+000                 -6.4452787095657115E+001 
                                      39                  1.3601995999713749E+003                  1.0000013601996001E+000                  1.0000000000000003E-009                  2.3556748360343991E+000                  9.9999828274554414E-001                  9.9999799054585536E-001                 -6.2219852457794547E+000                 -6.3377894295265278E+001                 -1.1229067113490081E+000                  4.5284320710318529E+000                  8.7475380984191755E+000                  7.4781036036556161E+000                  7.5285053238026194E+000                  2.4671799397681241E+001                  3.4995160994728371E+002                  5.1941360058297171E+001                 -6.2226804089061831E+000                 -9.0180303643438045E+000                 -6.3377894295265278E+001 
                                      40                  1.6323795199656502E+003                  1.0000016323795200E+000                  1.0000000000000003E-009                  2.4348560820820238E+000                  9.9999803101262830E-001                  9.9999780599663068E-001                 -5.9947781907907371E+000                 -6.2141482137415288E+001                 -1.1110187835888510E+000                  4.5312713371317033E+000                  8.7478035300995529E+000                  7.4781036424895468E+000                  7.5285061434800156E+000                  2.4671800544783725E+001                  3.4995187834284741E+002                  5.1941392877690724E+001                 -5.9964071933119136E+000                 -8.4214549922996653E+000                 -6.2141482137415288E+001 
                                      41                  1.9589954239587801E+003                  1.0000019589954241E+000                  1.0000000000000003E-009                  2.5140373281296489E+000                  9.9999772416347688E-001                  9.9999735885516183E-001                 -5.7667682970451706E+000                 -6.0853530651206924E+001                 -1.0987133677108352E+000                  4.5342133175758894E+000                  8.7480722771501878E+000                  7.4781037064708249E+000                  7.5285071206476948E+000                  2.4671801912472613E+001                  3.4995218407107507E+002                  5.1941429046233395E+001                 -5.7690688373191721E+000                 -8.0438725301492475E+000                 -6.0853530651206924E+001 
                                      42                  2.3509345087505362E+003                  1.0000023509345088E+000                  1.0000000000000003E-009                  2.5932185741772735E+000                  9.9999720537578252E-001                  9.9999681958412312E-001                 -5.5388574136816997E+000                 -5.9626989523933695E+001                 -1.0869753992932518E+000                  4.5370089075835143E+000                  8.7483500813437303E+000                  7.4781037965842811E+000                  7.5285082863176722E+000                  2.4671803544163254E+001                  3.4995253767619215E+002                  5.1941469695654753E+001                 -5.5439644909918959E+000                 -7.4710203290907211E+000                 -5.9626989523933695E+001 
                                      43                  2.8212614105006433E+003                  1.0000028212614107E+000                  1.0000000000000003E-009                  2.6723998202248982E+000                  9.9999767111838633E-001                  9.9999746499421427E-001                 -5.3251988986807666E+000                 -5.8619680023325188E+001                 -1.0817360445036917E+000                  4.5381827713073415E+000                  8.7486220312908554E+000                  7.4781039187737468E+000                  7.5285096858824003E+000                  2.4671805503426082E+001                  3.4995295096815744E+002                  5.1941515954635399E+001                 -5.3328597558632662E+000                 -7.0825306418468053E+000                 -5.8619680023325188E+001 
                                      44                  3.3856536926007720E+003                  1.0000033856536927E+000                  1.0000000000000003E-009                  2.7515810662725233E+000                  9.9999720537578241E-001                  9.9999702679487878E-001                 -5.0980220192694539E+000                 -5.7459909306312568E+001                 -1.0725084662053308E+000                  4.5403452022551640E+000                  8.7489109585443909E+000                  7.4781040694362604E+000                  7.5285113519092892E+000                  2.4671807835826236E+001                  3.4995343875243259E+002                  5.1941569591716032E+001                 -5.1129792416931545E+000                 -6.5684125262598805E+000                 -5.7459909306312568E+001 
                                      45                  4.0629244311209259E+003                  1.0000040629244313E+000                  1.0000000000000003E-009                  2.8307623123201480E+000                  9.9999663301317598E-001                  9.9999639357924430E-001                 -4.8702825750955352E+000                 -5.6381870254387174E+001                 -1.0640960109051429E+000                  4.5422922622974999E+000                  8.7492230661098134E+000                  7.4781042532422779E+000                  7.5285133400347730E+000                  2.4671810619265774E+001                  3.4995401760884033E+002                  5.1941632308016231E+001                 -4.8970652515719717E+000                 -6.0935354319275614E+000                 -5.6381870254387174E+001 
                                      46                  4.8756493173451108E+003                  1.0000048756493176E+000                  1.0000000000000003E-009                  2.9099435583677726E+000                  9.9999594727354491E-001                  9.9999563201039154E-001                 -4.6402667187922670E+000                 -5.5299054319515960E+001                 -1.0556798751744696E+000                  4.5442363472743397E+000                  8.7495429640214724E+000                  7.4781044752749182E+000                  7.5285157151514808E+000                  2.4671813944607067E+001                  3.4995470716889133E+002                  5.1941706114758055E+001                 -4.6812078304874234E+000                 -5.6862011527929610E+000                 -5.5299054319515960E+001 
                                      47                  5.8509191808141322E+003                  1.0000058509191809E+000                  1.0000000000000003E-009                  2.9891248044153977E+000                  9.9999515044068665E-001                  9.9999478137540032E-001                 -4.4094706227133500E+000                 -5.4256443133425066E+001                 -1.0489986505851603E+000                  4.5457402023270141E+000                  8.7498758662107772E+000                  7.4781047415081119E+000                  7.5285185541980644E+000                  2.4671817919581127E+001                  3.4995553075084968E+002                  5.1941793382095149E+001                 -4.4675946827788557E+000                 -5.3116369416743519E+000                 -5.4256443133425066E+001 
                                      48                  7.0212430169769586E+003                  1.0000070212430172E+000                  1.0000000000000003E-009                  3.0683060504630224E+000                  1.0000000000000000E+000                  9.9999999999986189E-001                 -4.0643880447152467E+000                 -5.3133109979810605E+001                 -1.0382125481473892E+000                  4.5482569670632289E+000                  8.7502353879572343E+000                  7.4781050602401304E+000                  7.5285219510983712E+000                  2.4671822675709791E+001                  3.4995651601160012E+002                  5.1941896860234358E+001                 -4.2502591577216657E+000                 -4.5225864797504789E+000                 -5.3133109979810605E+001 
                                      49                  8.4256316203723509E+003                  1.0000084256316206E+000                  1.0000000000000003E-009                  3.1474872965106471E+000                  9.9999294983104015E-001                  9.9999267550515591E-001                 -3.8141630628425949E+000                 -5.2161986108980727E+001                 -1.0307367242630356E+000                  4.5499418403395024E+000                  8.7506035533468634E+000                  7.4781054398927465E+000                  7.5285260150653937E+000                  2.4671828365919470E+001                  3.4995769609814170E+002                  5.1942019876901270E+001                 -4.0359511850773835E+000                 -4.2121940284591215E+000                 -5.2161986108980727E+001 
                                      50                  9.2682647824095839E+003                  1.0000092682647828E+000                  1.0000000000000003E-009                  2.9256385468942909E+000                  1.0000000000000000E+000                  9.9999999999987277E-001                 -3.6062189365583777E+000                 -5.1578644791346200E+001                 -1.0252797547975507E+000                  4.5512082123908186E+000                  8.7507992939769732E+000                  7.4781056666221835E+000                  7.5285284497242522E+000                  2.4671831774874352E+001                  3.4995840364507103E+002                  5.1942093251275629E+001                 -3.9175287312101870E+000                 -3.8972068414875651E+000                 -5.1578644791346200E+001 
                                      51                  1.0110897944446819E+004                  1.0000101108979447E+000                  1.0000000000000003E-009                  2.9256385468942909E+000                  9.9998833994338365E-001                  9.9998761502279776E-001                 -3.4474447928574228E+000                 -5.1098412086996277E+001                 -1.0202315787283400E+000                  4.5523710927115095E+000                  8.7509976213701979E+000                  7.4781058918220289E+000                  7.5285308801334221E+000                  2.4671835177899212E+001                  3.4995911087008693E+002                  5.1942166384264944E+001                 -3.8122927924713204E+000                 -3.6928443125145463E+000                 -5.1098412086996277E+001 
                                      52                  1.0953531106484053E+004                  1.0000109535311068E+000                  1.0000000000000003E-009                  2.9256385468942909E+000                  1.0000000000000000E+000                  9.9999999999987765E-001                 -3.3164439177746812E+000                 -5.0640024917688393E+001                 -1.0156864517134143E+000                  4.5534109980677604E+000                  8.7511903741651587E+000                  7.4781061164168996E+000                  7.5285333084302879E+000                  2.4671838577987348E+001                  3.4995981781042173E+002                  5.1942239284223831E+001                 -3.7124929030730249E+000                 -3.5395579396176098E+000                 -5.0640024917688393E+001 
