                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      8.1899999999999995E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      24                  8.4637920328414976E+005                  8.1886619473233435E-001                  1.0000000000000000E-010                  2.3980503757816796E+000                  9.9737391324175273E-001                  9.9737359696612393E-001                 -1.4309947200258555E-001                 -2.7079238903746305E+001                 -6.0434622454075249E-001                  4.5960211824844732E+000                  8.8716401189180640E+000                  7.5684701190420878E+000                  7.0623031698869845E+000                  2.4009839647080717E+001                  1.7093824353364437E+002                  2.9533850035337665E+001                 -1.1810708781736343E+000                 -1.8483577210909474E-001                 -2.7079238903746305E+001 
                                      25                  8.4662926682463847E+005                  8.1886621973868845E-001                  1.0000000000000000E-010                  2.3980503757816796E+000                  9.9737388278417016E-001                  9.9737356650855102E-001                  7.7309128452996284E-002                 -2.7079448508058629E+001                 -5.8460131402293669E-001                  4.6007527731277769E+000                  8.8720493928903643E+000                  7.5684690215057175E+000                  7.0623029178630423E+000                  2.4009839279415729E+001                  1.7093862572926969E+002                  2.9533918960344064E+001                 -1.1299325633079884E+000                  4.9487723128972955E-002                 -2.7079448508058629E+001 
                                      26                  8.4675026222975354E+005                  8.1886623183822893E-001                  1.0000000000000000E-010                  2.0827688779934586E+000                  9.9737386804700701E-001                  9.9737355177139264E-001                  2.8387217922817820E-001                 -2.7079685257440651E+001                 -5.7378920186034021E-001                  4.6033125309383838E+000                  8.8723359333504472E+000                  7.5684684280934924E+000                  7.0623026770168238E+000                  2.4009838929631709E+001                  1.7093881201571529E+002                  2.9533953855804416E+001                 -1.0869425408470044E+000                  2.6497558087812734E-001                 -2.7079685257440651E+001 
                                      27                  8.4681858941316535E+005                  8.1886623867094743E-001                  1.0000000000000000E-010                  1.8345935185721962E+000                  9.9737385972479953E-001                  9.9737354344918772E-001                  5.2553813836615992E-001                 -2.7079967939239744E+001                 -5.6744786294080374E-001                  4.6047755941892587E+000                  8.8725804763084675E+000                  7.5684680238025059E+000                  7.0623024089549835E+000                  2.4009838541207607E+001                  1.7093891869296363E+002                  2.9533975273132672E+001                 -1.0414881273760441E+000                  5.1360621798829154E-001                 -2.7079967939239744E+001 
                                      28                  8.4685275300487131E+005                  8.1886624208730663E-001                  1.0000000000000000E-010                  1.5335635229082150E+000                  9.9737385556369595E-001                  9.9737353928808548E-001                  7.6979175572977376E-001                 -2.7080240986432450E+001                 -5.6444895112190863E-001                  4.6054310458778129E+000                  8.8727690288408052E+000                  7.5684677600565164E+000                  7.0623021575583378E+000                  2.4009838177330462E+001                  1.7093897338984388E+002                  2.9533987510450526E+001                 -1.0005108156329308E+000                  7.6235825844395289E-001                 -2.7080240986432450E+001 
                                      29                  8.4686983480072417E+005                  8.1886624379548612E-001                  1.0000000000000000E-010                  1.2325335272442337E+000                  9.9737385348314389E-001                  9.9737353720753408E-001                  1.0046303341660605E+000                 -2.7080485186385562E+001                 -5.6320890568132542E-001                  4.6056676491658415E+000                  8.8729158449850409E+000                  7.5684675767715675E+000                  7.0623019338422584E+000                  2.4009837853696524E+001                  1.7093900185941840E+002                  2.9533994903471303E+001                 -9.6498995904210372E-001                  9.9994755905062305E-001                 -2.7080485186385562E+001 
                                      30                  8.4687837569865072E+005                  8.1886624464957591E-001                  1.0000000000000000E-010                  9.3150353158025256E-001                  9.9990802798598399E-001                  9.9990664996196066E-001                  1.2088513430274839E+000                 -2.7080677214190885E+001                 -5.6279088421281265E-001                  4.6057169029079050E+000                  8.8730263482351681E+000                  7.5684674480135889E+000                  7.0623017512132353E+000                  2.4009837589572388E+001                  1.7093901690169707E+002                  2.9533999519755998E+001                 -9.3674312413397465E-001                  1.2057342666049262E+000                 -2.7080677214190885E+001 
                                      31                  8.4688264614761388E+005                  8.1886624507662087E-001                  1.0000000000000000E-010                  6.3047353591627142E-001                  9.9991121599728228E-001                  9.9990596042849023E-001                  1.3610882089830663E+000                 -2.7080794134069606E+001                 -5.6270209402531290E-001                  4.6057011015123992E+000                  8.8731023461199303E+000                  7.5684673626772012E+000                  7.0623016199480544E+000                  2.4009837399757266E+001                  1.7093902488081616E+002                  2.9534002347487988E+001                 -9.1653365908118223E-001                  1.3587904163485047E+000                 -2.7080794134069606E+001 
                                      32                  8.4688691659657704E+005                  8.1886624550366582E-001                  1.0000000000000000E-010                  6.3047353591627142E-001                  9.9991233697254445E-001                  9.9990029832738703E-001                  1.6246329848059451E+000                 -2.7080631412904733E+001                 -5.6298228924338001E-001                  4.6055628324298672E+000                  8.8732387866759606E+000                  7.5684672196285989E+000                  7.0623013786469366E+000                  2.4009837050873191E+001                  1.7093903411715905E+002                  2.9534006605598936E+001                 -8.7013191619892460E-001                  1.6232407408335778E+000                 -2.7080631412904733E+001 
                                      33                  8.4688893385477865E+005                  8.1886624570539157E-001                  1.0000000000000000E-010                  3.0476148987050705E-001                  9.9992574885305285E-001                  9.9988475581717051E-001                  1.7908497632642815E+000                 -2.7077712612215528E+001                 -5.6325308325621826E-001                  4.6054514553441690E+000                  8.8733261438409397E+000                  7.5684671197928148E+000                  7.0623012031450898E+000                  2.4009836797139222E+001                  1.7093903918238894E+002                  2.9534009416585029E+001                 -6.1675293473490111E-001                  1.7891474774572551E+000                 -2.7077712612215528E+001 
                                      34                  8.4688994248387951E+005                  8.1886624580625456E-001                  1.0000000000000000E-010                  3.7314942065259015E-003                  9.9992392241399852E-001                  9.9988531192521957E-001                  1.8875679963744398E+000                 -2.7067679581458481E+001                 -5.6357493282634918E-001                  4.6053351985376523E+000                  8.8733977326689075E+000                  7.5684670619411438E+000                  7.0623011002734453E+000                  2.4009836648413568E+001                  1.7093904188901843E+002                  2.9534011018852265E+001                 -6.7996334325780616E-001                  1.8863908202998008E+000                 -2.7067679581458481E+001 
                                      35                  8.4689095111298026E+005                  8.1886624590711743E-001                  1.0000000000000000E-010                  3.7314942065259015E-003                  9.9992546548598715E-001                  9.9988475557085144E-001                  1.9571689426188821E+000                 -2.7035640981271278E+001                 -5.6391710691611563E-001                  4.6052113301689213E+000                  8.8734743823614846E+000                  7.5684669928551607E+000                  7.0623009759867976E+000                  2.4009836468730189E+001                  1.7093904484129277E+002                  2.9534012899664578E+001                 -6.5359038508738909E-001                  1.9561034323740456E+000                 -2.7035640981271278E+001 
                                      36                  8.4689195974208112E+005                  8.1886624600798041E-001                  1.0000000000000000E-010                  3.7314942065259015E-003                  9.9992603160429561E-001                  9.9988447733208763E-001                  2.0842802395490194E+000                 -2.6879358329209005E+001                 -5.6444635325353598E-001                  4.6050257997050075E+000                  8.8735808201206030E+000                  7.5684669016764188E+000                  7.0623008095712230E+000                  2.4009836228144849E+001                  1.7093904827364153E+002                  2.9534015327899223E+001                 -6.2763886487690790E-001                  2.0834363471314079E+000                 -2.6879358329209005E+001 
                                      37                  8.4689256491954159E+005                  8.1886624606849823E-001                  1.0000000000000000E-010                 -2.1811725540983040E-001                  9.9992617309076559E-001                  9.9988447725819229E-001                  2.1784378230843666E+000                 -2.6589890743474250E+001                 -5.6487579345034911E-001                  4.6048775113874836E+000                  8.8736626766572435E+000                  7.5684668339141110E+000                  7.0623006848279593E+000                  2.4009836047806775E+001                  1.7093905061691689E+002                  2.9534017108344091E+001                 -6.0237257890964613E-001                  2.1777178208225929E+000                 -2.6589890743474250E+001 
                                      38                  8.4689286750827183E+005                  8.1886624609875702E-001                  1.0000000000000000E-010                 -5.1914725107381154E-001                  9.9992617305381626E-001                  9.9988433816344247E-001                  2.2623602033907306E+000                 -2.6305669649350012E+001                 -5.6514565193755373E-001                  4.6047854922163989E+000                  8.8737117857558108E+000                  7.5684667928019875E+000                  7.0623006086783411E+000                  2.4009835937720133E+001                  1.7093905194779157E+002                  2.9534018177983583E+001                 -5.9182768302434685E-001                  2.2617522078595460E+000                 -2.6305669649350012E+001 
                                      39                  8.4689317009700206E+005                  8.1886624612901593E-001                  1.0000000000000000E-010                 -5.1914725107381154E-001                  9.9992624379705064E-001                  9.9988447718429641E-001                  2.3628251049061757E+000                 -2.5862701272715828E+001                 -5.6551737861324147E-001                  4.6046600416154213E+000                  8.8737768236199219E+000                  7.5684667415388223E+000                  7.0623005131606948E+000                  2.4009835799634931E+001                  1.7093905349712580E+002                  2.9534019498902218E+001                 -5.8003182175434764E-001                  2.3623294548198963E+000                 -2.5862701272715828E+001 
                                      40                  8.4689347268573218E+005                  8.1886624615927472E-001                  1.0000000000000000E-010                 -5.1914725107381154E-001                  9.9992624376010120E-001                  9.9988433808954635E-001                  2.4392677073097508E+000                 -2.5376143629455189E+001                 -5.6596665970509619E-001                  4.6045091433308745E+000                  8.8738539796430889E+000                  7.5684666803257867E+000                  7.0623003986545170E+000                  2.4009835634099762E+001                  1.7093905525974796E+002                  2.9534021066022007E+001                 -5.4822059547578539E-001                  2.4388204889767073E+000                 -2.5376143629455189E+001 
                                      41                  8.4689377527446242E+005                  8.1886624618953352E-001                  1.0000000000000000E-010                 -5.1914725107381154E-001                  9.9992624372315175E-001                  9.9988433805259846E-001                  2.5292988385254440E+000                 -2.4814888675881853E+001                 -5.6652780583432172E-001                  4.6043214930648011E+000                  8.8739487071106229E+000                  7.5684666058843098E+000                  7.0623002589503381E+000                  2.4009835432138086E+001                  1.7093905731516844E+002                  2.9534022961543496E+001                 -5.1666699979523412E-001                  2.5289079851337064E+000                 -2.4814888675881853E+001 
                                      42                  8.4689395682770060E+005                  8.1886624620768889E-001                  1.0000000000000000E-010                 -7.4099600069016802E-001                  9.9992624370098215E-001                  9.9988426850152867E-001                  2.6096859893074393E+000                 -2.4376189967045107E+001                 -5.6692992251167817E-001                  4.6041872965977477E+000                  8.8740160417060512E+000                  7.5684665513737173E+000                  7.0623001563551924E+000                  2.4009835283823168E+001                  1.7093905876280419E+002                  2.9534024342867752E+001                 -4.8668087378671926E-001                  2.6093379795334282E+000                 -2.4376189967045107E+001 
                                      43                  8.4689417469158641E+005                  8.1886624622947535E-001                  1.0000000000000000E-010                 -6.6181475464254313E-001                  9.9992624367437921E-001                  9.9988426847492695E-001                  2.6948453178260281E+000                 -2.3847962267287510E+001                 -5.6753083472852273E-001                  4.6039876964677529E+000                  8.8741147858576195E+000                  7.5684664736557243E+000                  7.0623000097882311E+000                  2.4009835071941701E+001                  1.7093906076975236E+002                  2.9534026305640371E+001                 -4.5175882427282160E-001                  2.6945353367721108E+000                 -2.3847962267287510E+001 
                                      44                  8.4689430540991784E+005                  8.1886624624254711E-001                  1.0000000000000000E-010                 -8.8366350425889950E-001                  9.9992624365841754E-001                  9.9988426845896594E-001                  2.7216780954326754E+000                 -2.3607848532950609E+001                 -5.6791190345959097E-001                  4.6038610479459123E+000                  8.8741775485357657E+000                  7.5684664234532768E+000                  7.0622999150354744E+000                  2.4009834934964498E+001                  1.7093906205119035E+002                  2.9534027571763712E+001                 -4.2032350318651979E-001                  2.7213648106172053E+000                 -2.3607848532950609E+001 
                                      45                  8.4689446227191563E+005                  8.1886624625823323E-001                  1.0000000000000000E-010                 -8.0448225821127473E-001                  9.9992624363926297E-001                  9.9988426843981215E-001                  2.8281019685009481E+000                 -2.3112374319551446E+001                 -5.6850709212557948E-001                  4.6036643759559022E+000                  8.8742732981827910E+000                  7.5684663470948532E+000                  7.0622997706142350E+000                  2.4009834726185719E+001                  1.7093906394160999E+002                  2.9534029490719220E+001                 -3.8719654918824531E-001                  2.8278373512852375E+000                 -2.3112374319551446E+001 
                                      46                  8.4689455638911435E+005                  8.1886624626764493E-001                  1.0000000000000000E-010                 -1.0263310078276311E+000                  9.9992624362776983E-001                  9.9988426842831946E-001                  2.9467122366838057E+000                 -2.2610223779613207E+001                 -5.6897166708315261E-001                  4.6035108459438341E+000                  8.8743480707281410E+000                  7.5684662870030168E+000                  7.0622996567410246E+000                  2.4009834561568280E+001                  1.7093906538688952E+002                  2.9534030995940483E+001                 -3.6719332898030649E-001                  2.9465013815551222E+000                 -2.2610223779613207E+001 
                                      47                  8.4689465050631296E+005                  8.1886624627705662E-001                  1.0000000000000000E-010                 -1.0263310078276311E+000                  9.9992627900636855E-001                  9.9988426841682665E-001                  3.1824516971272430E+000                 -2.1550836962393934E+001                 -5.6972990380183552E-001                  4.6032611270490706E+000                  8.8744683901583272E+000                  7.5684661844223875E+000                  7.0622994618623549E+000                  2.4009834279848597E+001                  1.7093906775873353E+002                  2.9534033554347680E+001                 -3.3282253021742991E-001                  3.1823190870929743E+000                 -2.1550836962393934E+001 
                                      48                  8.4689467309824855E+005                  8.1886624627931592E-001                  1.0000000000000000E-010                 -1.6460465581809840E+000                  9.9992627900361020E-001                  9.9988423364961776E-001                  3.2539587161838668E+000                 -2.1222609183411699E+001                 -5.6995344728880992E-001                  4.6031873785825708E+000                  8.8745041153478397E+000                  7.5684661548671786E+000                  7.0622994056812214E+000                  2.4009834198632330E+001                  1.7093906843561913E+002                  2.9534034290712942E+001                 -3.0848374164904452E-001                  3.2538397560806973E+000                 -2.1222609183411699E+001 
                                      49                  8.4689469569018413E+005                  8.1886624628157512E-001                  1.0000000000000000E-010                 -1.6460465581809840E+000                  9.9992627900085185E-001                  9.9988421626463431E-001                  3.2939254466539580E+000                 -2.0925164254194637E+001                 -5.7022645893611301E-001                  4.6030975432230896E+000                  8.8745472802431493E+000                  7.5684661225932395E+000                  7.0622993443167941E+000                  2.4009834109923037E+001                  1.7093906917179277E+002                  2.9534035094468631E+001                 -2.8237750399962386E-001                  3.2938102237090594E+000                 -2.0925164254194637E+001 
                                      50                  8.4689471828211972E+005                  8.1886624628383442E-001                  1.0000000000000000E-010                 -1.6460465581809840E+000                  9.9992627899809328E-001                  9.9988419887965063E-001                  3.3773022041679934E+000                 -2.0519326515802454E+001                 -5.7055226744522625E-001                  4.6029902693320670E+000                  8.8745989237706393E+000                  7.5684660836952347E+000                  7.0622992703282508E+000                  2.4009834002964201E+001                  1.7093907005334498E+002                  2.9534036062525260E+001                 -2.5410375784995615E-001                  3.3772007128028951E+000                 -2.0519326515802454E+001 
                                      51                  8.4689474087405531E+005                  8.1886624628609361E-001                  1.0000000000000000E-010                 -1.6460465581809840E+000                  9.9992629669038102E-001                  9.9988421625911772E-001                  3.4035108975347899E+000                 -2.0229656890164861E+001                 -5.7113621669337489E-001                  4.6027972898118028E+000                  8.8746929081870931E+000                  7.5684660429601154E+000                  7.0622991928445495E+000                  2.4009833890952702E+001                  1.7093907097638464E+002                  2.9534037076285173E+001                 -2.4778478825485789E-001                  3.4034139499267302E+000                 -2.0229656890164861E+001 
                                      52                  8.4689476798437815E+005                  8.1886624628880467E-001                  1.0000000000000000E-010                 -1.5668653121333591E+000                  9.9996895121584495E-001                  9.9992632101775891E-001                  3.4116068463619516E+000                 -1.9980655884683223E+001                 -5.7166163500734790E-001                  4.6026256473823715E+000                  8.8747734838889691E+000                  7.5684659922429312E+000                  7.0622990963510777E+000                  2.4009833751460473E+001                  1.7093907212122792E+002                  2.9534038337954492E+001                 -2.0974530003872996E-001                  3.4115029778049650E+000                 -1.9980655884683223E+001 
